Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14420000


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
14420000;1;01/02/2025;07:00;0;1;778;566;698;28;1;1;1;1;;0;566;577;586;593;603;610;621;632;645;659;675;691;704;715;724;733;742;753;760;761;765;769;771;773;774;775;776;778;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14420000;1;01/02/2025;17:00;0;1;779;571;701;28;1;1;1;1;;0;571;581;589;598;606;616;627;636;652;666;682;698;710;720;728;738;747;758;760;763;767;770;772;774;774;775;776;779;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14420000;1;01/02/2025;;1;1;779;566;699;28;1;1;1;1;;0;569;579;588;596;605;613;624;634;649;663;679;695;707;718;726;736;745;756;760;762;766;770;772;774;774;775;776;779;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14420000;1;01/01/2025;07:00;0;1;778;551;689;11;29;2;2;2;;0;663;682;694;710;726;736;746;758;767;774;778;778;773;766;758;750;744;736;726;712;694;670;645;620;596;578;562;554;551;552;558;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
14420000;1;01/01/2025;17:00;0;1;779;550;688;11;29;2;2;2;;0;671;688;701;720;730;740;751;762;771;776;779;777;770;763;759;747;749;732;721;705;684;661;635;611;588;566;558;551;550;554;562;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14420000;1;01/01/2025;;1;1;779;550;689;11;29;2;2;2;;0;667;685;698;715;728;738;749;760;769;775;779;778;772;765;759;749;747;734;724;709;689;666;640;616;592;572;560;553;551;553;560;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
14420000;1;01/12/2024;07:00;0;1;644;465;515;31;10;2;2;2;;0;513;510;505;499;493;485;479;472;468;465;470;472;473;476;482;488;494;503;506;508;508;510;512;521;534;553;576;595;608;628;644;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2
14420000;1;01/12/2024;17:00;0;1;653;468;517;31;9;2;2;2;;0;512;508;502;498;489;481;476;470;468;470;471;472;474;478;484;490;497;505;508;509;510;511;515;526;543;563;585;600;616;635;653;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2
14420000;1;01/12/2024;;1;1;653;465;516;31;10;2;2;2;;0;513;509;504;499;491;483;478;471;468;468;471;472;474;477;483;489;496;504;507;509;509;511;514;524;539;558;581;598;612;632;649;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2
14420000;1;01/11/2024;07:00;0;1;520;447;472;30;16;1;1;1;;0;450;452;454;455;456;458;459;463;468;470;468;463;457;453;448;447;454;456;461;465;473;480;487;494;498;507;513;514;518;520;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14420000;1;01/11/2024;17:00;0;1;520;446;473;29;15;1;1;1;;0;451;453;455;455;457;458;460;467;470;470;466;460;453;450;446;451;455;458;462;470;476;482;490;496;502;509;514;516;520;516;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14420000;1;01/11/2024;;1;1;520;446;472;30;15;1;1;1;;0;451;453;455;455;457;458;460;465;469;470;467;462;455;452;447;449;455;457;462;468;475;481;489;495;500;508;514;515;519;518;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14420000;1;01/10/2024;07:00;0;1;555;442;491;9;27;2;2;2;;0;480;498;520;538;553;560;564;564;561;553;541;531;524;519;510;499;491;482;474;468;462;457;453;449;445;440;436;434;436;441;445;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;2;2;2;2;2;2
14420000;1;01/10/2024;17:00;0;1;555;442;491;9;27;2;2;2;;0;486;507;528;547;556;562;565;563;558;548;537;528;523;515;506;496;487;478;471;465;460;455;452;447;443;438;434;435;437;442;447;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;2;2;2;2;2;2
14420000;1;01/10/2024;;1;1;555;442;491;9;27;2;2;2;;0;483;503;524;543;555;561;565;564;560;551;539;530;524;517;508;498;489;480;473;467;461;456;453;448;444;439;435;435;437;442;446;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;2;2;2;2;2;2
14420000;1;01/09/2024;17:00;0;1;664;473;568;1;30;2;2;2;;0;661;655;648;642;637;635;631;627;622;617;608;601;593;585;576;570;562;555;546;537;528;518;510;502;493;486;482;477;474;475;;;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;0
14420000;1;01/09/2024;07:00;0;1;664;473;568;1;30;2;2;2;;0;664;657;651;646;638;636;633;629;624;619;612;603;596;588;580;572;566;558;550;542;533;523;514;506;498;490;484;479;474;473;;;;;;;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;0
14420000;1;01/09/2024;;1;1;664;473;568;1;30;2;2;2;;0;663;656;650;644;638;636;632;628;623;618;610;602;595;587;578;571;564;557;548;540;531;521;512;504;496;488;483;478;474;474;;;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;0
14420000;1;01/08/2024;17:00;0;1;901;669;808;1;31;0;0;0;;0;898;895;894;891;886;882;878;873;868;860;852;844;836;828;824;821;816;810;802;790;780;768;756;745;734;723;712;702;690;681;669;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/08/2024;07:00;0;1;901;669;808;1;31;0;0;0;;0;901;896;894;893;888;883;879;875;870;864;856;848;840;831;826;822;819;813;806;795;784;773;762;751;739;728;717;707;696;685;676;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/08/2024;;1;1;901;669;808;1;31;0;0;0;;0;900;896;894;892;887;883;879;874;869;862;854;846;838;830;825;822;818;812;804;793;782;771;759;748;737;726;715;705;693;683;673;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/07/2024;07:00;0;1;986;903;938;1;31;0;0;0;;0;986;977;972;968;963;958;951;950;945;940;936;933;931;931;931;934;936;938;938;936;934;931;929;927;924;922;920;916;913;909;905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
14420000;1;01/07/2024;17:00;0;1;986;903;938;1;31;0;0;0;;0;980;976;970;966;961;956;952;947;942;938;935;933;930;930;933;935;936;937;938;935;934;930;928;926;923;921;918;915;911;907;903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
14420000;1;01/07/2024;;1;1;986;903;938;1;31;0;0;0;;0;983;977;971;967;962;957;952;949;944;939;936;933;931;931;932;935;936;938;938;936;934;931;929;927;924;922;919;916;912;908;904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
14420000;1;01/02/2024;17:00;0;1;560;487;519;22;8;0;0;0;;0;538;528;520;511;505;499;491;487;487;489;491;493;496;501;503;509;518;532;545;554;559;560;558;552;544;535;521;512;501;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
14420000;1;01/02/2024;07:00;0;1;560;487;519;22;8;0;0;0;;0;540;533;523;514;508;501;494;489;487;488;490;492;494;498;502;505;514;526;540;551;557;560;559;554;547;541;528;518;506;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
14420000;1;01/02/2024;;1;1;560;487;519;22;8;0;0;0;;0;539;531;522;513;507;500;493;488;487;489;491;493;495;500;503;507;516;529;543;553;558;560;559;553;546;538;525;515;504;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
14420000;1;01/01/2024;17:00;0;1;640;542;584;5;31;0;0;0;;0;612;618;629;636;640;636;628;618;605;592;579;568;561;562;567;573;578;583;582;576;570;566;564;561;561;562;560;555;550;546;542;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/01/2024;07:00;0;1;640;542;584;5;31;0;0;0;;0;609;615;625;633;638;638;632;622;610;598;584;573;564;562;564;571;576;580;583;578;572;567;564;562;561;562;562;558;552;548;544;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/01/2024;;1;1;640;542;584;5;31;0;0;0;;0;611;617;627;635;639;637;630;620;608;595;582;571;563;562;566;572;577;582;583;577;571;567;564;562;561;562;561;557;551;547;543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;2;01/12/2023;;1;1;607;496;554;25;9;1;1;1;695;1;504;510;512;511;509;506;502;498;496;498;503;513;524;534;545;557;568;577;585;590;593;595;597;601;607;607;606;602;601;603;606;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/12/2023;07:00;0;1;608;496;553;25;9;0;0;0;;0;502;508;512;512;510;507;503;499;496;498;501;510;521;531;542;554;565;575;583;588;592;594;596;599;605;608;607;603;601;602;605;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/12/2023;17:00;0;1;608;496;553;25;9;0;0;0;;0;505;511;512;511;509;506;501;498;497;498;505;515;526;537;548;559;571;579;586;591;593;595;597;602;608;607;606;602;601;603;607;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;1;01/12/2023;;1;1;608;496;553;25;9;0;0;0;;0;504;510;512;512;510;507;502;499;497;498;503;513;524;534;545;557;568;577;585;590;593;595;597;601;607;608;607;603;601;603;606;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14420000;2;01/11/2023;;1;1;497;398;452;30;11;1;1;1;695;1;460;454;448;440;434;428;420;414;407;401;398;399;403;411;424;442;454;467;481;489;494;494;492;486;482;482;480;482;489;497;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14420000;1;01/11/2023;07:00;0;1;499;398;452;30;11;0;0;0;;0;462;456;450;442;435;430;422;415;409;402;398;398;401;409;419;439;449;464;478;488;493;494;493;488;482;483;481;481;487;495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14420000;1;01/11/2023;17:00;0;1;499;398;452;30;11;0;0;0;;0;459;453;446;438;433;427;419;413;406;401;398;399;404;412;428;445;458;470;483;490;494;495;492;485;483;482;480;483;491;499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
