VILASURUMU	-60.794	4.196
    30     4  1983       -1.000000
     1     5  1983       -1.000000
     2     5  1983       -1.000000
     3     5  1983       -1.000000
     4     5  1983       -1.000000
     5     5  1983       -1.000000
     6     5  1983       -1.000000
     7     5  1983       -1.000000
     8     5  1983       -1.000000
     9     5  1983       -1.000000
    10     5  1983       -1.000000
    11     5  1983       -1.000000
    12     5  1983       -1.000000
    13     5  1983       -1.000000
    14     5  1983       -1.000000
    15     5  1983       -1.000000
    16     5  1983       -1.000000
    17     5  1983       -1.000000
    18     5  1983       -1.000000
    19     5  1983       -1.000000
    20     5  1983       -1.000000
    21     5  1983       -1.000000
    22     5  1983       -1.000000
    23     5  1983       -1.000000
    24     5  1983       -1.000000
    25     5  1983       -1.000000
    26     5  1983       -1.000000
    27     5  1983       -1.000000
    28     5  1983       -1.000000
    29     5  1983       -1.000000
    30     5  1983       -1.000000
    31     5  1983       -1.000000
     1     6  1983       -1.000000
     2     6  1983       -1.000000
     3     6  1983       -1.000000
     4     6  1983       -1.000000
     5     6  1983       -1.000000
     6     6  1983       -1.000000
     7     6  1983       -1.000000
     8     6  1983       -1.000000
     9     6  1983       -1.000000
    10     6  1983       -1.000000
    11     6  1983       -1.000000
    12     6  1983       -1.000000
    13     6  1983       -1.000000
    14     6  1983       -1.000000
    15     6  1983       -1.000000
    16     6  1983       -1.000000
    17     6  1983       -1.000000
    18     6  1983       -1.000000
    19     6  1983       -1.000000
    20     6  1983       -1.000000
    21     6  1983       -1.000000
    22     6  1983       -1.000000
    23     6  1983       -1.000000
    24     6  1983       -1.000000
    25     6  1983       -1.000000
    26     6  1983       -1.000000
    27     6  1983       -1.000000
    28     6  1983       -1.000000
    29     6  1983       -1.000000
    30     6  1983       -1.000000
     1     7  1983       -1.000000
     2     7  1983       -1.000000
     3     7  1983       -1.000000
     4     7  1983       -1.000000
     5     7  1983       -1.000000
     6     7  1983       -1.000000
     7     7  1983       -1.000000
     8     7  1983       -1.000000
     9     7  1983       -1.000000
    10     7  1983       -1.000000
    11     7  1983       -1.000000
    12     7  1983       -1.000000
    13     7  1983       -1.000000
    14     7  1983       -1.000000
    15     7  1983       -1.000000
    16     7  1983       -1.000000
    17     7  1983       -1.000000
    18     7  1983       -1.000000
    19     7  1983       -1.000000
    20     7  1983       -1.000000
    21     7  1983       -1.000000
    22     7  1983       -1.000000
    23     7  1983       -1.000000
    24     7  1983       -1.000000
    25     7  1983       -1.000000
    26     7  1983       -1.000000
    27     7  1983       -1.000000
    28     7  1983       -1.000000
    29     7  1983       -1.000000
    30     7  1983       -1.000000
    31     7  1983       -1.000000
     1     8  1983       -1.000000
     2     8  1983       -1.000000
     3     8  1983       -1.000000
     4     8  1983       -1.000000
     5     8  1983       -1.000000
     6     8  1983       -1.000000
     7     8  1983       -1.000000
     8     8  1983       -1.000000
     9     8  1983       -1.000000
    10     8  1983       -1.000000
    11     8  1983       -1.000000
    12     8  1983       -1.000000
    13     8  1983       -1.000000
    14     8  1983       -1.000000
    15     8  1983       -1.000000
    16     8  1983       -1.000000
    17     8  1983       -1.000000
    18     8  1983       -1.000000
    19     8  1983       -1.000000
    20     8  1983       -1.000000
    21     8  1983       -1.000000
    22     8  1983       -1.000000
    23     8  1983       -1.000000
    24     8  1983       -1.000000
    25     8  1983       -1.000000
    26     8  1983       -1.000000
    27     8  1983       -1.000000
    28     8  1983       -1.000000
    29     8  1983       -1.000000
    30     8  1983       -1.000000
    31     8  1983       -1.000000
     1     9  1983       -1.000000
     2     9  1983       -1.000000
     3     9  1983       -1.000000
     4     9  1983       -1.000000
     5     9  1983       -1.000000
     6     9  1983       -1.000000
     7     9  1983       -1.000000
     8     9  1983       -1.000000
     9     9  1983       -1.000000
    10     9  1983       -1.000000
    11     9  1983       -1.000000
    12     9  1983       -1.000000
    13     9  1983       -1.000000
    14     9  1983       -1.000000
    15     9  1983       -1.000000
    16     9  1983       -1.000000
    17     9  1983       -1.000000
    18     9  1983       -1.000000
    19     9  1983       -1.000000
    20     9  1983       -1.000000
    21     9  1983       -1.000000
    22     9  1983       -1.000000
    23     9  1983       -1.000000
    24     9  1983       -1.000000
    25     9  1983       -1.000000
    26     9  1983       -1.000000
    27     9  1983       -1.000000
    28     9  1983       -1.000000
    29     9  1983       -1.000000
    30     9  1983       -1.000000
     1    10  1983       -1.000000
     2    10  1983       -1.000000
     3    10  1983       -1.000000
     4    10  1983       -1.000000
     5    10  1983       -1.000000
     6    10  1983       -1.000000
     7    10  1983       -1.000000
     8    10  1983       -1.000000
     9    10  1983       -1.000000
    10    10  1983       -1.000000
    11    10  1983       -1.000000
    12    10  1983       -1.000000
    13    10  1983       -1.000000
    14    10  1983       -1.000000
    15    10  1983       -1.000000
    16    10  1983       -1.000000
    17    10  1983       -1.000000
    18    10  1983       -1.000000
    19    10  1983       -1.000000
    20    10  1983       -1.000000
    21    10  1983       -1.000000
    22    10  1983       -1.000000
    23    10  1983       -1.000000
    24    10  1983       -1.000000
    25    10  1983       -1.000000
    26    10  1983       -1.000000
    27    10  1983       -1.000000
    28    10  1983       -1.000000
    29    10  1983       -1.000000
    30    10  1983       -1.000000
    31    10  1983       -1.000000
     1    11  1983       -1.000000
     2    11  1983       -1.000000
     3    11  1983       -1.000000
     4    11  1983       -1.000000
     5    11  1983       -1.000000
     6    11  1983       -1.000000
     7    11  1983       -1.000000
     8    11  1983       -1.000000
     9    11  1983       -1.000000
    10    11  1983       -1.000000
    11    11  1983       -1.000000
    12    11  1983       -1.000000
    13    11  1983       -1.000000
    14    11  1983       -1.000000
    15    11  1983       -1.000000
    16    11  1983       -1.000000
    17    11  1983       -1.000000
    18    11  1983       -1.000000
    19    11  1983       -1.000000
    20    11  1983       -1.000000
    21    11  1983       -1.000000
    22    11  1983       -1.000000
    23    11  1983       -1.000000
    24    11  1983       -1.000000
    25    11  1983       -1.000000
    26    11  1983       -1.000000
    27    11  1983       -1.000000
    28    11  1983       -1.000000
    29    11  1983       -1.000000
    30    11  1983       -1.000000
     1    12  1983       -1.000000
     2    12  1983       -1.000000
     3    12  1983       -1.000000
     4    12  1983       -1.000000
     5    12  1983       -1.000000
     6    12  1983       -1.000000
     7    12  1983       -1.000000
     8    12  1983       -1.000000
     9    12  1983       -1.000000
    10    12  1983       -1.000000
    11    12  1983       -1.000000
    12    12  1983       -1.000000
    13    12  1983       -1.000000
    14    12  1983       -1.000000
    15    12  1983       -1.000000
    16    12  1983       -1.000000
    17    12  1983       -1.000000
    18    12  1983       -1.000000
    19    12  1983       -1.000000
    20    12  1983       -1.000000
    21    12  1983       -1.000000
    22    12  1983       -1.000000
    23    12  1983       -1.000000
    24    12  1983       -1.000000
    25    12  1983       -1.000000
    26    12  1983       -1.000000
    27    12  1983       -1.000000
    28    12  1983       -1.000000
    29    12  1983       -1.000000
    30    12  1983       -1.000000
    31    12  1983       -1.000000
     1     1  1984       -1.000000
     2     1  1984       -1.000000
     3     1  1984       -1.000000
     4     1  1984       -1.000000
     5     1  1984       -1.000000
     6     1  1984       -1.000000
     7     1  1984       -1.000000
     8     1  1984       -1.000000
     9     1  1984       -1.000000
    10     1  1984       -1.000000
    11     1  1984       -1.000000
    12     1  1984       -1.000000
    13     1  1984       -1.000000
    14     1  1984       -1.000000
    15     1  1984       -1.000000
    16     1  1984       -1.000000
    17     1  1984       -1.000000
    18     1  1984       -1.000000
    19     1  1984       -1.000000
    20     1  1984       -1.000000
    21     1  1984       -1.000000
    22     1  1984       -1.000000
    23     1  1984       -1.000000
    24     1  1984        8.160000
    25     1  1984       15.120000
    26     1  1984       13.290000
    27     1  1984       11.240000
    28     1  1984        8.780000
    29     1  1984        9.110000
    30     1  1984       11.630000
    31     1  1984       11.630000
     1     2  1984        8.780000
     2     2  1984        7.290000
     3     2  1984        6.240000
     4     2  1984        5.530000
     5     2  1984        5.100000
     6     2  1984        4.680000
     7     2  1984        4.300000
     8     2  1984        4.110000
     9     2  1984        3.760000
    10     2  1984        3.600000
    11     2  1984        3.440000
    12     2  1984        3.280000
    13     2  1984        3.130000
    14     2  1984        2.990000
    15     2  1984        2.990000
    16     2  1984        2.850000
    17     2  1984        2.710000
    18     2  1984        2.580000
    19     2  1984        2.710000
    20     2  1984        2.710000
    21     2  1984        2.580000
    22     2  1984        2.710000
    23     2  1984        3.440000
    24     2  1984        2.990000
    25     2  1984        2.850000
    26     2  1984        2.340000
    27     2  1984        2.110000
    28     2  1984        1.900000
    29     2  1984        1.800000
     1     3  1984        1.700000
     2     3  1984        1.610000
     3     3  1984        1.280000
     4     3  1984        1.360000
     5     3  1984        1.280000
     6     3  1984        1.210000
     7     3  1984        1.140000
     8     3  1984        1.140000
     9     3  1984        1.010000
    10     3  1984        0.950000
    11     3  1984        0.890000
    12     3  1984        0.830000
    13     3  1984        0.780000
    14     3  1984        0.730000
    15     3  1984        0.630000
    16     3  1984        0.630000
    17     3  1984        0.550000
    18     3  1984        0.550000
    19     3  1984        0.590000
    20     3  1984        0.730000
    21     3  1984        6.490000
    22     3  1984        3.760000
    23     3  1984        2.850000
    24     3  1984        2.220000
    25     3  1984        1.800000
    26     3  1984        1.610000
    27     3  1984        1.520000
    28     3  1984        1.280000
    29     3  1984        1.900000
    30     3  1984        1.610000
    31     3  1984        1.280000
     1     4  1984        1.210000
     2     4  1984        1.070000
     3     4  1984        0.950000
     4     4  1984        0.830000
     5     4  1984        0.780000
     6     4  1984        0.730000
     7     4  1984        0.630000
     8     4  1984        0.590000
     9     4  1984        0.550000
    10     4  1984        0.510000
    11     4  1984        0.470000
    12     4  1984        0.440000
    13     4  1984        0.410000
    14     4  1984        0.380000
    15     4  1984        0.350000
    16     4  1984        0.320000
    17     4  1984        0.290000
    18     4  1984        0.270000
    19     4  1984        0.220000
    20     4  1984        0.210000
    21     4  1984        0.190000
    22     4  1984        0.170000
    23     4  1984        0.150000
    24     4  1984        0.150000
    25     4  1984        0.170000
    26     4  1984        0.170000
    27     4  1984       60.230000
    28     4  1984       20.530000
    29     4  1984       12.030000
    30     4  1984        8.470000
     1     5  1984      117.320000
     2     5  1984       17.140000
     3     5  1984        8.780000
     4     5  1984        6.240000
     5     5  1984        4.490000
     6     5  1984        3.600000
     7     5  1984        2.850000
     8     5  1984        6.240000
     9     5  1984      216.970000
    10     5  1984       40.310000
    11     5  1984       16.620000
    12     5  1984      238.190000
    13     5  1984       65.300000
    14     5  1984       21.760000
    15     5  1984       55.000000
    16     5  1984       56.270000
    17     5  1984      151.430000
    18     5  1984       30.380000
    19     5  1984       34.630000
    20     5  1984       19.930000
    21     5  1984       14.650000
    22     5  1984       13.290000
    23     5  1984       55.000000
    24     5  1984       45.560000
    25     5  1984       22.400000
    26     5  1984       17.140000
    27     5  1984       98.390000
    28     5  1984       32.880000
    29     5  1984      133.310000
    30     5  1984       91.150000
    31     5  1984       52.510000
     1     6  1984       31.190000
     2     6  1984      395.300000
     3     6  1984      152.850000
     4     6  1984       64.250000
     5     6  1984      142.960000
     6     6  1984      345.470000
     7     6  1984       79.540000
     8     6  1984       51.300000
     9     6  1984      345.470000
    10     6  1984      112.160000
    11     6  1984       53.740000
    12     6  1984       33.750000
    13     6  1984       30.380000
    14     6  1984       26.520000
    15     6  1984       84.120000
    16     6  1984       89.970000
    17     6  1984      107.080000
    18     6  1984       48.940000
    19     6  1984       29.570000
    20     6  1984       62.990000
    21     6  1984       60.230000
    22     6  1984       70.660000
    23     6  1984       53.740000
    24     6  1984      127.900000
    25     6  1984       39.320000
    26     6  1984      140.180000
    27     6  1984       66.360000
    28     6  1984       70.660000
    29     6  1984       88.790000
    30     6  1984      131.950000
     1     7  1984      415.300000
     2     7  1984      595.830000
     3     7  1984      131.950000
     4     7  1984       76.160000
     5     7  1984       42.350000
     6     7  1984       36.450000
     7     7  1984       50.110000
     8     7  1984      151.430000
     9     7  1984       80.670000
    10     7  1984      102.080000
    11     7  1984      145.760000
    12     7  1984       64.250000
    13     7  1984       55.000000
    14     7  1984       76.160000
    15     7  1984      307.900000
    16     7  1984       69.570000
    17     7  1984       43.400000
    18     7  1984      136.040000
    19     7  1984      361.660000
    20     7  1984      121.250000
    21     7  1984       71.750000
    22     7  1984       71.750000
    23     7  1984      368.720000
    24     7  1984      185.450000
    25     7  1984      125.220000
    26     7  1984       97.170000
    27     7  1984      338.660000
    28     7  1984      278.790000
    29     7  1984      158.610000
    30     7  1984      180.870000
    31     7  1984      213.740000
     1     8  1984      934.100000
     2     8  1984      154.290000
     3     8  1984      152.850000
     4     8  1984      123.900000
     5     8  1984       88.790000
     6     8  1984       71.750000
     7     8  1984       62.990000
     8     8  1984       76.160000
     9     8  1984      100.850000
    10     8  1984       55.000000
    11     8  1984       46.670000
    12     8  1984       50.110000
    13     8  1984      378.270000
    14     8  1984      310.040000
    15     8  1984      395.300000
    16     8  1984      167.390000
    17     8  1984      109.610000
    18     8  1984      147.170000
    19     8  1984      378.270000
    20     8  1984      199.410000
    21     8  1984      114.730000
    22     8  1984       88.790000
    23     8  1984      109.610000
    24     8  1984      122.570000
    25     8  1984       76.160000
    26     8  1984       65.300000
    27     8  1984       66.360000
    28     8  1984      752.420000
    29     8  1984      215.350000
    30     8  1984      291.070000
    31     8  1984      133.310000
     1     9  1984      118.630000
     2     9  1984      104.570000
     3     9  1984      126.560000
     4     9  1984      103.320000
     5     9  1984       93.540000
     6     9  1984       69.570000
     7     9  1984       60.230000
     8     9  1984       52.510000
     9     9  1984      122.570000
    10     9  1984      829.160000
    11     9  1984      249.420000
    12     9  1984      117.320000
    13     9  1984       73.940000
    14     9  1984       70.660000
    15     9  1984       79.540000
    16     9  1984       97.170000
    17     9  1984       61.600000
    18     9  1984       65.300000
    19     9  1984      327.480000
    20     9  1984       81.820000
    21     9  1984       53.740000
    22     9  1984       47.800000
    23     9  1984       89.970000
    24     9  1984      154.290000
    25     9  1984       84.120000
    26     9  1984       56.270000
    27     9  1984       57.570000
    28     9  1984       43.400000
    29     9  1984       40.310000
    30     9  1984       57.570000
     1    10  1984       41.320000
     2    10  1984       37.390000
     3    10  1984       32.880000
     4    10  1984       31.190000
     5    10  1984       32.030000
     6    10  1984       57.570000
     7    10  1984       70.660000
     8    10  1984       42.350000
     9    10  1984       93.540000
    10    10  1984       48.940000
    11    10  1984       42.350000
    12    10  1984       32.030000
    13    10  1984       35.530000
    14    10  1984       69.570000
    15    10  1984       43.400000
    16    10  1984       43.400000
    17    10  1984       39.320000
    18    10  1984       31.190000
    19    10  1984       28.790000
    20    10  1984       27.260000
    21    10  1984       25.800000
    22    10  1984       24.400000
    23    10  1984       23.050000
    24    10  1984       23.050000
    25    10  1984       23.720000
    26    10  1984       23.720000
    27    10  1984       22.400000
    28    10  1984       91.150000
    29    10  1984       78.410000
    30    10  1984       75.050000
    31    10  1984       98.390000
     1    11  1984       46.670000
     2    11  1984      375.870000
     3    11  1984       69.570000
     4    11  1984       44.470000
     5    11  1984       35.530000
     6    11  1984       32.880000
     7    11  1984      117.320000
     8    11  1984      241.900000
     9    11  1984      121.250000
    10    11  1984       81.820000
    11    11  1984       86.440000
    12    11  1984       75.050000
    13    11  1984       53.740000
    14    11  1984       42.350000
    15    11  1984       42.350000
    16    11  1984      131.950000
    17    11  1984       60.230000
    18    11  1984       71.750000
    19    11  1984       46.670000
    20    11  1984       41.320000
    21    11  1984       42.350000
    22    11  1984       39.320000
    23    11  1984       35.530000
    24    11  1984       32.030000
    25    11  1984       31.190000
    26    11  1984       29.570000
    27    11  1984       28.020000
    28    11  1984       28.790000
    29    11  1984       28.790000
    30    11  1984       28.020000
     1    12  1984       25.800000
     2    12  1984       25.090000
     3    12  1984       24.400000
     4    12  1984       23.050000
     5    12  1984       23.050000
     6    12  1984       22.400000
     7    12  1984       22.400000
     8    12  1984       21.760000
     9    12  1984       21.140000
    10    12  1984       19.930000
    11    12  1984       19.350000
    12    12  1984       18.770000
    13    12  1984       18.220000
    14    12  1984       18.220000
    15    12  1984       17.670000
    16    12  1984       16.620000
    17    12  1984       16.110000
    18    12  1984       16.110000
    19    12  1984       16.620000
    20    12  1984       16.620000
    21    12  1984       68.500000
    22    12  1984       72.840000
    23    12  1984      117.320000
    24    12  1984       71.750000
    25    12  1984       44.470000
    26    12  1984       28.790000
    27    12  1984       40.310000
    28    12  1984       43.400000
    29    12  1984       42.350000
    30    12  1984       34.630000
    31    12  1984       32.880000
     1     1  1985       35.530000
     2     1  1985       38.350000
     3     1  1985       39.320000
     4     1  1985       36.450000
     5     1  1985       33.750000
     6     1  1985       31.190000
     7     1  1985       29.570000
     8     1  1985       27.260000
     9     1  1985       25.090000
    10     1  1985       23.050000
    11     1  1985       21.140000
    12     1  1985       19.930000
    13     1  1985       18.220000
    14     1  1985       16.620000
    15     1  1985       16.110000
    16     1  1985       15.610000
    17     1  1985       15.610000
    18     1  1985       15.120000
    19     1  1985       14.650000
    20     1  1985       14.190000
    21     1  1985       13.730000
    22     1  1985       13.290000
    23     1  1985       12.860000
    24     1  1985       10.860000
    25     1  1985        8.780000
    26     1  1985        9.110000
    27     1  1985        9.440000
    28     1  1985        9.780000
    29     1  1985       10.130000
    30     1  1985       10.490000
    31     1  1985       10.490000
     1     2  1985       10.490000
     2     2  1985        9.780000
     3     2  1985        9.440000
     4     2  1985        9.440000
     5     2  1985        8.780000
     6     2  1985        8.470000
     7     2  1985        8.470000
     8     2  1985        8.160000
     9     2  1985        7.860000
    10     2  1985        7.570000
    11     2  1985        7.290000
    12     2  1985        7.020000
    13     2  1985        6.750000
    14     2  1985        6.490000
    15     2  1985        6.240000
    16     2  1985        6.000000
    17     2  1985        5.760000
    18     2  1985        5.530000
    19     2  1985        5.310000
    20     2  1985        5.100000
    21     2  1985        5.100000
    22     2  1985        5.100000
    23     2  1985        4.890000
    24     2  1985        4.890000
    25     2  1985        4.680000
    26     2  1985        4.490000
    27     2  1985        4.490000
    28     2  1985        4.300000
     1     3  1985        4.300000
     2     3  1985        4.300000
     3     3  1985        4.110000
     4     3  1985        4.110000
     5     3  1985        3.940000
     6     3  1985        3.940000
     7     3  1985        3.760000
     8     3  1985        3.760000
     9     3  1985        3.600000
    10     3  1985        3.600000
    11     3  1985        3.600000
    12     3  1985        3.440000
    13     3  1985        3.440000
    14     3  1985        3.440000
    15     3  1985        3.280000
    16     3  1985        3.280000
    17     3  1985        3.280000
    18     3  1985        3.280000
    19     3  1985        3.280000
    20     3  1985        3.130000
    21     3  1985        3.130000
    22     3  1985        3.130000
    23     3  1985        3.130000
    24     3  1985        3.130000
    25     3  1985        2.990000
    26     3  1985        2.990000
    27     3  1985        2.990000
    28     3  1985        2.990000
    29     3  1985        2.850000
    30     3  1985        2.850000
    31     3  1985        2.710000
     1     4  1985        2.710000
     2     4  1985        2.580000
     3     4  1985        2.460000
     4     4  1985        2.340000
     5     4  1985        2.110000
     6     4  1985        2.000000
     7     4  1985        1.900000
     8     4  1985        1.800000
     9     4  1985        1.700000
    10     4  1985        1.520000
    11     4  1985        1.440000
    12     4  1985        1.360000
    13     4  1985        1.280000
    14     4  1985        1.210000
    15     4  1985        1.140000
    16     4  1985        1.070000
    17     4  1985        1.010000
    18     4  1985        0.950000
    19     4  1985        0.950000
    20     4  1985        0.890000
    21     4  1985        0.890000
    22     4  1985        0.830000
    23     4  1985        0.830000
    24     4  1985        0.780000
    25     4  1985        0.730000
    26     4  1985        0.730000
    27     4  1985        1.280000
    28     4  1985        2.850000
    29     4  1985        2.710000
    30     4  1985       11.240000
     1     5  1985        7.020000
     2     5  1985       32.030000
     3     5  1985       52.510000
     4     5  1985       67.430000
     5     5  1985      138.790000
     6     5  1985       77.280000
     7     5  1985       30.380000
     8     5  1985       28.790000
     9     5  1985       16.620000
    10     5  1985       15.610000
    11     5  1985       14.650000
    12     5  1985       15.120000
    13     5  1985      150.000000
    14     5  1985       56.270000
    15     5  1985       46.670000
    16     5  1985      138.790000
    17     5  1985       38.350000
    18     5  1985      212.130000
    19     5  1985       68.500000
    20     5  1985       44.470000
    21     5  1985       16.110000
    22     5  1985       14.650000
    23     5  1985       50.110000
    24     5  1985       37.390000
    25     5  1985       33.750000
    26     5  1985       56.270000
    27     5  1985       57.570000
    28     5  1985       55.000000
    29     5  1985       52.510000
    30     5  1985       50.110000
    31     5  1985       65.300000
     1     6  1985      118.630000
     2     6  1985      168.870000
     3     6  1985      104.570000
     4     6  1985      270.780000
     5     6  1985       88.790000
     6     6  1985      210.530000
     7     6  1985      518.020000
     8     6  1985      157.170000
     9     6  1985      110.880000
    10     6  1985      331.930000
    11     6  1985      589.620000
    12     6  1985     1156.520000
    13     6  1985      422.940000
    14     6  1985      179.350000
    15     6  1985      158.610000
    16     6  1985      148.590000
    17     6  1985      160.060000
    18     6  1985      110.880000
    19     6  1985      108.340000
    20     6  1985      102.080000
    21     6  1985       86.440000
    22     6  1985       69.570000
    23     6  1985       61.600000
    24     6  1985       64.250000
    25     6  1985      274.770000
    26     6  1985      213.740000
    27     6  1985      191.610000
    28     6  1985      165.920000
    29     6  1985      162.980000
    30     6  1985       55.000000
     1     7  1985      312.190000
     2     7  1985      127.900000
     3     7  1985      161.520000
     4     7  1985       48.940000
     5     7  1985       53.740000
     6     7  1985       55.000000
     7     7  1985       71.750000
     8     7  1985      134.670000
     9     7  1985       91.150000
    10     7  1985       50.110000
    11     7  1985       58.890000
    12     7  1985      766.710000
    13     7  1985      415.300000
    14     7  1985      131.950000
    15     7  1985      205.740000
    16     7  1985      164.450000
    17     7  1985      122.570000
    18     7  1985      193.160000
    19     7  1985      562.160000
    20     7  1985      171.840000
    21     7  1985      108.340000
    22     7  1985      577.320000
    23     7  1985      602.070000
    24     7  1985      268.800000
    25     7  1985      186.980000
    26     7  1985      197.840000
    27     7  1985      191.610000
    28     7  1985      122.570000
    29     7  1985       81.820000
    30     7  1985       33.750000
    31     7  1985       64.250000
     1     8  1985       79.537700
     2     8  1985       77.282700
     3     8  1985      112.159000
     4     8  1985       75.051000
     5     8  1985      161.520000
     6     8  1985      183.916000
     7     8  1985      152.854000
     8     8  1985     1695.500000
     9     8  1985      562.156000
    10     8  1985      245.644000
    11     8  1985      323.072000
    12     8  1985      602.073000
    13     8  1985      260.947000
    14     8  1985      257.072000
    15     8  1985      278.794000
    16     8  1985      136.041000
    17     8  1985      147.172000
    18     8  1985      196.279000
    19     8  1985      230.865000
    20     8  1985      116.025000
    21     8  1985      107.078000
    22     8  1985      105.821000
    23     8  1985      112.159000
    24     8  1985      170.354000
    25     8  1985      375.868000
    26     8  1985      280.819000
    27     8  1985      193.161000
    28     8  1985      225.457000
    29     8  1985      204.150000
    30     8  1985      113.443000
    31     8  1985       95.956000
     1     9  1985       86.440000
     2     9  1985       91.150000
     3     9  1985      102.080000
     4     9  1985      272.770000
     5     9  1985      229.050000
     6     9  1985      210.530000
     7     9  1985      105.820000
     8     9  1985      102.080000
     9     9  1985       98.390000
    10     9  1985       94.750000
    11     9  1985       86.440000
    12     9  1985       81.820000
    13     9  1985       75.050000
    14     9  1985       69.570000
    15     9  1985       64.250000
    16     9  1985       57.570000
    17     9  1985       56.270000
    18     9  1985       53.740000
    19     9  1985       51.300000
    20     9  1985       50.110000
    21     9  1985       48.940000
    22     9  1985       46.670000
    23     9  1985       45.560000
    24     9  1985       43.400000
    25     9  1985       41.320000
    26     9  1985       39.320000
    27     9  1985       38.350000
    28     9  1985       37.390000
    29     9  1985       35.530000
    30     9  1985       34.630000
     1    10  1985       33.750000
     2    10  1985       32.030000
     3    10  1985       30.380000
     4    10  1985       29.570000
     5    10  1985       28.020000
     6    10  1985       27.260000
     7    10  1985       25.800000
     8    10  1985       25.090000
     9    10  1985       23.720000
    10    10  1985       21.760000
    11    10  1985       20.530000
    12    10  1985       16.620000
    13    10  1985       16.110000
    14    10  1985       15.610000
    15    10  1985       45.560000
    16    10  1985       46.670000
    17    10  1985       50.110000
    18    10  1985       53.740000
    19    10  1985      162.980000
    20    10  1985       76.160000
    21    10  1985       77.280000
    22    10  1985       81.820000
    23    10  1985       85.280000
    24    10  1985       88.790000
    25    10  1985       92.350000
    26    10  1985       95.960000
    27    10  1985       47.800000
    28    10  1985       24.400000
    29    10  1985       23.050000
    30    10  1985       25.090000
    31    10  1985       27.260000
     1    11  1985      170.350000
     2    11  1985      204.150000
     3    11  1985      118.630000
     4    11  1985       65.300000
     5    11  1985       31.190000
     6    11  1985       31.190000
     7    11  1985       26.520000
     8    11  1985       16.620000
     9    11  1985      113.440000
