Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14310000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
14310000;1;01/11/2024;;1;1;"414,9451";"145,0837";"232,7268";1;21;2;2;2;"0,0";0;"414,9451";"405,6513";"356,6015";"308,5375";"290,6246";"268,0447";"240,8552";"220,961";"209,7069";"195,6576";"194,5338";"228,8447";"252,2625";"245,314";"253,496";"236,0245";"237,6309";"219,0056";"185,6279";"158,0832";"145,0837";"148,4657";"180,1381";"210,0914";"217,0564";"179,4106";"177,9588";"204,3498";"210,4762";"186,3643";;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;0
14310000;1;01/10/2024;;1;1;"384,8987";"77,8822";"143,6983";31;22;2;2;2;"0,0";0;"315,6317";"251,8519";"191,5485";"130,8632";"106,1423";"105,2405";"99,0057";"89,2048";"82,235";"86,9524";"97,5415";"91,1926";"81,6863";"89,7711";"116,8653";"125,7074";"118,1143";"108,5605";"100,1827";"90,9076";"83,6127";"77,8822";"114,0727";"143,068";"155,3132";"156,0041";"159,1264";"161,2203";"245,7208";"294,5237";"384,8987";;;;;;;;;;;;;;;;;;;;;;;2;;;;;;2;;
14310000;1;01/09/2024;;1;1;"307,6548";"78,9624";"129,4636";30;26;1;1;1;"0,0";0;"113,4554";"113,7639";"115,0009";"111,9174";"114,0727";"143,068";"178,6842";"178,3214";"153,9349";"132,4896";"117,4892";"110,0818";"115,9318";"113,7639";"106,4435";"97,8337";"92,622";"113,7639";"143,7388";"148,8055";"127,3106";"105,5408";"93,7713";"89,7711";"83,0606";"78,9624";"92,0493";"160,1721";"230,4334";"307,6548";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14310000;1;01/08/2024;;1;1;"326,3811";"114,0727";"183,1278";1;23;1;1;1;"0,0";0;"326,3811";"321,8865";"302,3777";"291,0569";"278,6139";"256,3824";"234,4222";"210,4762";"183,0586";"159,4747";"152,5609";"153,2474";"165,4374";"166,144";"164,7318";"165,0845";"173,9882";"173,2697";"161,9204";"147,1096";"131,8382";"117,4892";"114,0727";"122,2062";"131,8382";"142,0639";"158,4306";"166,144";"154,6235";"133,1422";"117,4892";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;1;01/07/2024;;1;1;"427,7849";"230,8311";"346,3964";14;20;1;1;1;"0,0";0;"329,9928";"292,7884";"271,4108";"285,8844";"330,898";"350,1111";"388,73";"399,336";"408,0897";"402,7321";"397,4";"402,2463";"413,9632";"427,7849";"427,2885";"408,578";"365,0091";"306,773";"265,9485";"230,8311";"259,6954";"287,6049";"295,3927";"299,3145";"339,0845";"379,1773";"404,1908";"384,8987";"349,1874";"320,0949";"313,8527";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;1;01/06/2024;;1;1;"654,9801";"319,2004";"528,9334";15;5;1;1;1;"0,0";0;"518,3207";"480,5311";"420,3602";"352,8875";"319,2004";"345,0415";"408,578";"494,0588";"554,3992";"595,8089";"634,8425";"651,5119";"650,9345";"654,4016";"654,9801";"654,9801";"645,7463";"630,2714";"607,0314";"579,6703";"562,0476";"553,8543";"564,7882";"562,5953";"547,3309";"525,7874";"488,8399";"445,7937";"399,336";"364,0715";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14310000;1;01/05/2024;;1;1;"575,7986";"313,4085";"497,4101";12;5;1;1;1;"0,0";0;"446,802";"427,7849";"386,3338";"341,3712";"313,4085";"410,0442";"488,3191";"522,5827";"538,6762";"555,4895";"569,7335";"575,7986";"571,3853";"558,2187";"545,1626";"533,2923";"519,9175";"524,1841";"517,2572";"528,9991";"525,2528";"503,5029";"495,105";"488,8399";"477,4286";"468,6771";"480,0135";"502,4504";"525,7874";"540,2952";"537,5979";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;1;01/04/2024;;1;1;"448,316";"178,6842";"307,4191";30;23;2;2;2;"0,0";0;"222,1372";"217,8353";"215,8899";"216,6673";"217,8353";"296,2626";"358,4638";"410,5333";"429,7727";"418,8808";"371,1249";"334,0731";"344,1226";"356,6015";"345,9613";"300,6259";"243,2836";"202,4487";"202,0692";"207,7879";"194,9081";"179,4106";"178,6842";"250,2116";"345,0415";"401,7608";"425,3048";"440,7646";"445,7937";"448,316";;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;0
14310000;1;01/03/2024;;1;1;"292,7884";"112,2244";"198,2336";11;29;1;1;1;"0,0";0;"118,7405";"191,1765";"244,9075";"263,4408";"234,0222";"181,9614";"147,1096";"163,6755";"234,0222";"279,892";"292,7884";"279,892";"259,6954";"231,2291";"211,2466";"188,5799";"181,2313";"169,6935";"152,2181";"158,7784";"223,3157";"261,3577";"246,9427";"191,5485";"167,206";"151,8756";"136,7519";"121,2574";"112,2244";"146,7712";"201,69";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;1;01/02/2024;;1;1;"499,8226";"100,4778";"316,1803";18;29;1;1;1;"0,0";0;"174,3478";"183,4249";"172,1941";"170,7635";"188,95";"244,5012";"307,2138";"344,582";"373,9599";"403,2181";"426,2962";"446,802";"452,8689";"453,8829";"471,2451";"482,0851";"490,9251";"499,8226";"494,5818";"474,3332";"424,3142";"359,8628";"280,7453";"212,7903";"165,4374";"137,4119";"118,4273";"113,7639";"100,4778";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
14310000;1;01/01/2024;;1;1;"435,7559";"127,6321";"295,0408";15;30;1;1;1;"0,0";0;"379,6529";"359,8628";"316,077";"267,2055";"214,7257";"183,0586";"161,2203";"144,747";"147,4482";"175,789";"202,8284";"268,4646";"358,9299";"420,8537";"435,7559";"409,5553";"397,4";"400,3053";"405,6513";"414,9451";"422,8299";"421,8414";"404,6774";"381,5575";"347,3426";"291,4894";"226,4692";"175,789";"144,747";"127,6321";"137,4119";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;2;01/12/2023;;1;1;"375,5618";"121,3596";"221,7836";20;3;2;2;2;;;"154,6879";"134,9238";"121,3596";"122,6947";"145,4016";"164,1607";"164,897";"169,3374";"196,7769";"217,4175";"227,1692";"230,4508";"225,5341";"225,5341";"202,2674";"183,6511";"198,3406";"276,23";"359,2719";"375,5618";"363,0835";"335,7511";"297,4323";"248,7728";"219,8423";"207,8072";"184,415";"173,8163";"210,9948";"264,9619";"272,7465";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
14310000;1;01/12/2023;;1;1;"519,385";"167,9154";"311,9157";21;5;1;1;1;"0,0";0;"197,912";"169,3373";"170,0499";"170,0499";"167,9154";"214,3381";"214,3381";"209,3226";"225,6793";"242,4732";"247,3505";"254,3195";"261,7738";"272,677";"273,5223";"285,0256";"323,2325";"417,4034";"483,6409";"513,541";"519,385";"512,481";"483,1221";"427,2885";"391,1314";"382,0342";"353,8147";"305,8921";"293,6556";"327,2827";"359,3963";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14310000;2;01/11/2023;;1;1;"296,5387";"53,866";"162,4524";12;1;2;2;2;;;"53,866";"58,0005";"58,0005";"61,1665";"85,4027";"120,0293";"146,1092";"147,5278";"152,5282";"198,3406";"277,1031";"296,5387";"274,4865";"237,0601";"223,903";"223,903";"176,0701";"120,0293";"92,016";"74,9364";"90,1963";"139,7814";"188,2498";"234,5744";"235,402";"197,5582";"164,1607";"193,6618";"182,8883";"170,0812";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
14310000;1;01/11/2023;;1;1;"469,7037";"110,6925";"265,962";24;1;2;2;2;"0,0";0;"110,6925";"142,733";"141,0624";"136,4223";"144,4107";"160,8706";"174,3478";"197,1595";"215,1135";"260,9418";"362,1988";"413,4726";"416,4194";"384,8987";"320,5424";"266,3672";"233,6224";"203,9691";"168,6258";"160,1721";"228,8447";"285,4549";"433,7582";"469,7037";"434,7566";"376,8025";"342,7459";"304,1331";"261,3577";"227,26";;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
