Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14550000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
14550000;1;01/03/2025;;1;1;"338,0927";"13,8317";"75,9304";14;5;1;1;1;"0,0";0;"15,7238";"14,9504";"14,572";"14,3849";"13,8317";"14,1991";"14,9504";"35,433";"83,4976";"148,9004";"155,3644";"131,1017";"137,5446";"338,0927";"225,9019";"288,0397";"127,2022";"102,9001";"71,8283";"50,6669";"40,6156";"37,3294";"34,8133";"32,3967";"31,2254";"31,808";"30,6489";"31,2254";"28,956";"28,956";"26,7835";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;1;01/02/2025;;1;1;"68,1592";"27,3176";"41,5371";13;27;1;1;1;"0,0";0;"32,9916";"35,433";"34,1999";"31,808";"30,6489";"31,808";"32,9916";"36,0589";"38,625";"43,3588";"47,6659";"59,4619";"68,1592";"57,8032";"40,6156";"38,625";"38,625";"40,6156";"67,259";"52,2066";"52,5956";"49,9069";"40,6156";"36,691";"35,433";"34,1999";"27,3176";"27,3176";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
14550000;1;01/01/2025;;1;1;"62,8599";"26,2554";"34,3564";9;23;1;1;1;"0,0";0;"36,0589";"49,1534";"39,2822";"47,6659";"49,1534";"35,433";"57,3926";"49,5293";"62,8599";"37,3294";"27,8577";"30,0785";"29,5142";"30,6489";"30,6489";"31,2254";"29,5142";"31,808";"29,5142";"29,7956";"26,7835";"27,3176";"26,2554";"26,2554";"26,2554";"27,3176";"28,956";"28,4038";"28,4038";"27,3176";"27,3176";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;1;01/12/2024;;1;1;"62,0003";"32,9916";"44,647";13;12;1;1;1;"0,0";0;"38,2987";"37,6509";"37,6509";"39,2822";"41,9745";"46,9319";"46,9319";"48,4064";"44,0606";"35,433";"35,433";"32,9916";"62,0003";"47,6659";"42,3182";"40,6156";"41,9745";"43,3588";"44,7688";"43,3588";"45,4834";"46,9319";"48,7791";"49,1534";"56,9838";"60,3014";"49,1534";"42,3182";"44,4139";"40,2799";"49,1534";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;1;01/11/2024;;1;1;"145,7098";"39,9458";"92,1154";1;30;1;1;1;"0,0";0;"145,7098";"143,1773";"140,0369";"135,0704";"133,0767";"127,2022";"122,1068";"117,1295";"112,2698";"108,1134";"105,7783";"103,4721";"101,1948";"98,9464";"95,6274";"90,2385";"87,6106";"83,4976";"79,4967";"75,6072";"71,8283";"68,1592";"64,5992";"61,1475";"57,8032";"54,5654";"51,4335";"47,6659";"40,953";"39,9458";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14550000;1;01/10/2024;;1;1;"518,4787";"150,1844";"362,8361";1;31;3;3;3;"0,0";0;"518,4787";"512,151";"508,9988";"503,7626";"504,8081";"499,5893";"495,4299";"488,1846";"480,9821";"475,8639";"467,7204";"459,6334";"451,6031";"443,6297";"359,7361";"352,4618";"345,2473";"338,0927";"330,9984";"323,9646";"316,9915";"310,0794";"303,2286";"296,4393";"182,3092";"176,7824";"171,3242";"163,266";"160,6147";"155,3644";"150,1844";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
14550000;1;01/09/2024;;1;1;"142,547";"51,4335";"84,0143";1;30;3;3;3;"0,0";0;"142,547";"137,5446";"132,4165";"127,2022";"122,1068";"97,8329";"95,0805";"92,3728";"90,2385";"88,1327";"87,6106";"85,0268";"97,2788";"80,9839";"79,0044";"77,0527";"75,1288";"73,2324";"71,3636";"69,5223";"67,7083";"65,9215";"64,1619";"62,4293";"60,7236";"59,0447";"57,3926";"55,7671";"54,1682";"51,4335";;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0
14550000;1;01/08/2024;;1;1;"1626,119";"170,6467";"636,7795";15;8;1;1;1;"0,0";0;"193,5664";"188,6081";"185,798";"183,0048";"180,2287";"176,0964";"173,363";"170,6467";"377,2505";"473,8227";"557,0962";"599,9386";"907,068";"1324,6638";"1626,119";"1619,7175";"1613,3276";"1345,1512";"1148,1508";"1142,6935";"1157,7294";"974,3784";"969,3168";"708,5869";"483,0356";"340,7687";"190,0195";"189,3133";"183,0048";"180,2287";"177,4695";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;1;01/07/2024;;1;1;"1466,5044";"283,8763";"578,4075";21;13;1;1;1;"0,0";0;"536,576";"334,538";"328,3536";"324,8405";"320,4704";"314,3923";"307,5032";"304,0816";"300,6754";"296,4393";"292,2274";"288,8753";"283,8763";"453,6054";"840,7864";"1116,9344";"1148,1508";"989,6355";"1148,1508";"1299,9801";"1466,5044";"703,1219";"589,8323";"585,8118";"581,8039";"576,8117";"568,8653";"523,7756";"374,4629";"367,0699";"362,4793";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;1;01/06/2024;;1;1;"1990,6276";"301,5255";"664,7049";30;16;2;2;2;"0,0";0;"532,2954";"515,3109";"315,2577";"404,6231";"534,434";"782,535";"963,0069";"935,4675";"925,5439";"726,2048";"425,8986";"332,7663";"323,9646";"316,9915";"306,6463";"301,5255";"441,6453";"891,1937";"600,9535";"592,8559";"586,8157";"582,8047";"586,8157";"845,5291";"719,5749";"564,734";"551,6662";"545,1784";"1798,2812";"1990,6276";;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;2;;;;;;0
14550000;1;01/03/2024;;1;1;"352,4618";"7,8669";"82,2063";29;19;2;2;2;"0,0";0;"83,4976";"79,4967";"76,5691";"74,6521";"71,8283";"68,1592";"65,479";"62,8599";"59,4619";"56,9838";"54,5654";"51,4335";"48,4064";"45,4834";"14,1991";"12,7623";"11,0878";"8,6834";"7,8669";"10,1469";"47,6659";"45,4834";"42,6634";"41,2919";"39,9458";"38,625";"36,0589";"274,8026";"352,4618";"347,0453";"318,7291";;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;
14550000;1;01/02/2024;;1;1;"49,5293";"9,1088";"29,0705";1;29;2;2;2;"0,0";0;"49,5293";"48,0354";"46,5674";"43,7089";"40,953";"38,9528";"37,6509";"36,3742";"35,1224";"33,8955";"32,3967";"37,974";"43,0103";"35,1224";"33,5927";"31,2254";"27,8577";"25,7333";"22,9677";"21,7694";"18,8236";"17,3375";"15,7238";"14,1991";"12,7623";"11,5761";"10,9277";"10,1469";"9,1088";;;;;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;0;0
14550000;1;01/01/2024;;1;1;"73,2324";"48,0354";"58,287";18;11;1;1;1;"0,0";0;"65,0383";"62,8599";"60,7236";"59,0447";"57,3926";"55,7671";"54,1682";"52,5956";"51,0494";"49,5293";"48,0354";"59,4619";"54,9644";"51,8192";"50,2861";"48,7791";"60,3014";"73,2324";"71,3636";"69,5223";"67,7083";"65,9215";"64,1619";"62,4293";"60,7236";"59,0447";"57,3926";"55,7671";"54,1682";"52,5956";"51,0494";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;2;01/12/2023;;1;1;"75,6071";"28,4038";"37,4872";27;6;2;2;2;;;"31,808";"31,808";"30,0785";"29,5142";"28,956";"28,4038";"30,0785";"37,974";"38,625";"37,974";"36,691";"34,1999";"32,3967";"31,2254";"30,6489";"29,5142";"28,956";"28,4038";"30,6489";"31,808";"37,3294";"37,3294";"36,0589";"32,9916";"32,9916";"44,7688";"75,6071";"65,479";"62,8599";"52,2066";"44,7688";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
14550000;1;01/12/2023;;1;1;"93,4505";"27,0498";"50,4507";1;24;1;1;1;"0,0";0;"93,4505";"89,7094";"85,54";"81,4831";"77,538";"74,1771";"71,8283";"68,1592";"65,0383";"62,8599";"46,9319";"44,0606";"41,6324";"38,625";"37,0094";"36,3742";"35,1224";"33,8955";"32,6934";"31,5159";"30,3629";"29,2343";"28,13";"27,0498";"48,4064";"45,8431";"44,4139";"43,0103";"41,6324";"39,9458";"38,2987";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14550000;2;01/11/2023;;1;1;"65,479";"32,9916";"42,3913";3;30;2;2;2;;;"46,9319";"50,6669";"65,479";"57,8032";"46,2044";"41,2919";"39,9458";"44,0606";"51,4335";"51,4335";"42,6634";"46,9319";"40,6157";"37,3294";"36,691";"36,0589";"36,691";"39,9458";"40,6157";"36,691";"40,6157";"37,974";"47,6659";"41,2919";"35,433";"33,5927";"37,974";"39,2822";"35,433";"32,9916";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
