Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14911000


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
14911000;1;01/02/2025;17:00;0;1;2430;2248;2305;28;7;0;0;0;;0;2250;2251;2251;2250;2252;2250;2248;2250;2252;2258;2260;2268;2278;2286;2292;2298;2304;2314;2324;2352;2359;2360;2364;2374;2392;2404;2422;2430;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14911000;1;01/02/2025;07:00;0;1;2430;2248;2305;28;7;0;0;0;;0;2250;2251;2251;2250;2250;2250;2249;2250;2251;2252;2256;2264;2272;2282;2288;2296;2300;2308;2320;2328;2358;2360;2362;2368;2382;2398;2412;2428;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14911000;1;01/02/2025;;1;1;2430;2248;2305;28;7;0;0;0;;0;2250;2251;2251;2250;2251;2250;2249;2250;2252;2255;2258;2266;2275;2284;2290;2297;2302;2311;2322;2340;2359;2360;2363;2371;2387;2401;2417;2429;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14911000;1;01/01/2025;17:00;0;1;2250;1870;2104;31;1;2;2;2;;0;1880;1896;1916;1936;1958;1992;2002;2018;2038;2050;2068;2078;2090;2104;2112;2124;2138;2150;2160;2170;2182;2192;2200;2208;2220;2228;2236;2240;2246;2247;2250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1
14911000;1;01/01/2025;07:00;0;1;2250;1870;2104;31;1;2;2;2;;0;1870;1890;1908;1928;1948;1970;1996;2010;2028;2048;2058;2072;2089;2097;2108;2118;2130;2142;2158;2166;2176;2184;2196;2204;2214;2224;2232;2238;2242;2246;2248;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/01/2025;;1;1;2250;1870;2104;31;1;2;2;2;;0;1875;1893;1912;1932;1953;1981;1999;2014;2033;2049;2063;2075;2090;2101;2110;2121;2134;2146;2159;2168;2179;2188;2198;2206;2217;2226;2234;2239;2244;2247;2249;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1
14911000;1;01/12/2024;07:00;0;1;1862;1472;1636;31;1;2;2;2;;0;1472;1476;1481;1488;1496;1506;1519;1531;1541;1552;1562;1570;1578;1586;1610;1620;1630;1640;1648;1658;1700;1710;1726;1734;1744;1768;1782;1798;1814;1832;1850;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/12/2024;17:00;0;1;1862;1472;1636;31;1;2;2;2;;0;1474;1478;1484;1492;1500;1514;1526;1535;1548;1558;1570;1575;1582;1589;1616;1624;1634;1644;1652;1662;1704;1716;1730;1738;1750;1776;1792;1806;1824;1833;1862;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/12/2024;;1;1;1862;1472;1636;31;1;2;2;2;;0;1473;1477;1483;1490;1498;1510;1523;1533;1545;1555;1566;1573;1580;1588;1613;1622;1632;1642;1650;1660;1702;1713;1728;1736;1747;1772;1787;1802;1819;1833;1856;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/11/2024;07:00;0;1;1470;1240;1360;30;1;2;2;2;;0;1240;1241;1243;1244;1248;1251;1254;1258;1265;1274;1284;1300;1318;1338;1360;1384;1401;1414;1430;1438;1444;1450;1453;1454;1455;1456;1459;1463;1464;1468;;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/11/2024;17:00;0;1;1470;1240;1360;30;1;2;2;2;;0;1240;1242;1243;1246;1250;1253;1256;1261;1269;1278;1290;1306;1328;1348;1372;1393;1408;1422;1439;1442;1448;1452;1454;1455;1457;1458;1462;1462;1464;1470;;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/11/2024;;1;1;1470;1240;1360;30;1;2;2;2;;0;1240;1242;1243;1245;1249;1252;1255;1260;1267;1276;1287;1303;1323;1343;1366;1389;1405;1418;1435;1440;1446;1451;1454;1455;1456;1457;1461;1463;1464;1469;;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/10/2024;07:00;0;1;1315;1236;1255;1;12;0;0;0;;0;1315;1300;1287;1274;1264;1255;1249;1245;1242;1240;1238;1236;1237;1239;1242;1246;1250;1256;1258;1260;1262;1265;1267;1266;1262;1257;1252;1248;1244;1241;1239;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/10/2024;17:00;0;1;1315;1236;1255;1;12;0;0;0;;0;1309;1294;1282;1270;1260;1253;1247;1244;1241;1239;1237;1236;1238;1240;1243;1248;1253;1257;1259;1261;1263;1266;1267;1264;1260;1255;1250;1246;1243;1240;1239;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/10/2024;;1;1;1315;1236;1255;1;12;0;0;0;;0;1312;1297;1285;1272;1262;1254;1248;1245;1242;1240;1238;1236;1238;1240;1243;1247;1252;1257;1259;1261;1263;1266;1267;1265;1261;1256;1251;1247;1244;1241;1239;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/09/2024;17:00;0;1;2003;1337;1653;1;30;0;0;0;;0;1994;1970;1944;1920;1895;1871;1846;1822;1797;1773;1748;1724;1699;1675;1650;1628;1606;1584;1562;1539;1516;1494;1471;1448;1429;1408;1390;1373;1354;1337;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/09/2024;07:00;0;1;2003;1337;1653;1;30;0;0;0;;0;2003;1979;1954;1932;1906;1881;1856;1832;1807;1783;1758;1734;1709;1685;1660;1637;1615;1592;1570;1547;1525;1502;1480;1457;1435;1416;1397;1381;1362;1343;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/09/2024;;1;1;2003;1337;1653;1;30;0;0;0;;0;1999;1975;1949;1926;1901;1876;1851;1827;1802;1778;1753;1729;1704;1680;1655;1633;1611;1588;1566;1543;1521;1498;1476;1453;1432;1412;1394;1377;1358;1340;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/08/2024;07:00;0;1;2540;2018;2325;1;31;0;0;0;;0;2540;2530;2522;2513;2502;2490;2480;2460;2456;2444;2434;2418;2402;2392;2378;2360;2344;2326;2306;2286;2263;2239;2216;2192;2168;2145;2122;2098;2075;2051;2028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/08/2024;17:00;0;1;2540;2018;2325;1;31;0;0;0;;0;2534;2528;2516;2508;2498;2487;2474;2464;2450;2440;2432;2412;2400;2386;2370;2352;2334;2318;2300;2277;2253;2230;2206;2186;2159;2136;2112;2089;2065;2042;2018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/08/2024;;1;1;2540;2018;2325;1;31;0;0;0;;0;2537;2529;2519;2511;2500;2489;2477;2462;2453;2442;2433;2415;2401;2389;2374;2356;2339;2322;2303;2282;2258;2235;2211;2189;2164;2141;2117;2094;2070;2047;2023;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/07/2024;17:00;0;1;2709;2544;2646;3;31;0;0;0;;0;2708;2708;2709;2703;2700;2696;2694;2692;2690;2684;2678;2674;2670;2667;2664;2660;2654;2648;2640;2628;2620;2612;2606;2600;2594;2585;2577;2560;2560;2559;2544;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/07/2024;07:00;0;1;2709;2544;2646;3;31;0;0;0;;0;2709;2708;2708;2704;2702;2698;2698;2693;2688;2688;2680;2676;2672;2669;2668;2662;2658;2650;2646;2638;2624;2616;2609;2603;2597;2588;2580;2575;2564;2558;2549;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/07/2024;;1;1;2709;2544;2646;3;31;0;0;0;;0;2709;2708;2709;2704;2701;2697;2696;2693;2689;2686;2679;2675;2671;2668;2666;2661;2656;2649;2643;2633;2622;2614;2608;2602;2596;2587;2579;2568;2562;2559;2547;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14911000;1;01/06/2024;07:00;0;1;2716;2674;2705;23;1;0;0;0;;0;2674;2679;2683;2687;2690;2693;2696;2698;2698;2702;2705;2707;2709;2713;2713;2713;2715;2715;2715;2715;2715;2714;2714;2714;2714;2714;2713;2711;2712;2711;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/06/2024;17:00;0;1;2716;2674;2705;23;1;0;0;0;;0;2676;2681;2685;2688;2691;2694;2697;2698;2700;2704;2706;2708;2712;2713;2714;2714;2715;2715;2715;2715;2715;2714;2716;2716;2713;2712;2712;2712;2711;2710;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/06/2024;;1;1;2716;2674;2705;23;1;0;0;0;;0;2675;2680;2684;2688;2691;2694;2697;2698;2699;2703;2706;2708;2711;2713;2714;2714;2715;2715;2715;2715;2715;2714;2715;2715;2714;2713;2713;2712;2712;2711;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14911000;1;01/03/2024;07:00;0;1;2391;2254;2321;31;1;2;2;2;;0;2254;2260;2268;2273;2275;2280;2284;2288;2291;2294;2297;2302;2306;2308;2313;2316;2320;2324;2333;2333;2338;2340;2343;2347;2360;2366;2370;2377;2381;2385;2389;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2
14911000;1;01/03/2024;17:00;0;1;2391;2254;2321;31;1;2;2;2;;0;2257;2264;2270;2274;2276;2282;2286;2289;2293;2294;2300;2304;2306;2310;2313;2319;2322;2326;2332;2337;2340;2342;2344;2353;2363;2368;2375;2379;2383;2387;2391;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2
14911000;1;01/03/2024;;1;1;2390;2256;2321;31;1;2;2;2;;0;2256;2262;2269;2274;2276;2281;2285;2289;2292;2294;2299;2303;2306;2309;2313;2318;2321;2325;2333;2335;2339;2341;2344;2350;2362;2367;2373;2378;2382;2386;2390;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2
14911000;1;01/02/2024;17:00;0;1;2249;2146;2201;29;1;0;0;0;;0;2154;2158;2164;2166;2172;2176;2181;2181;2186;2186;2186;2190;2198;2202;2206;2207;2210;2213;2216;2218;2218;2220;2222;2223;2229;2239;2242;2248;2249;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
