PRINCIPEDABEIRA	-64.425	-12.427
    16     4  1983    -9999.000000
    17     4  1983    -9999.000000
    18     4  1983    -9999.000000
    19     4  1983    -9999.000000
    20     4  1983    -9999.000000
    21     4  1983     1241.000000
    22     4  1983     1241.000000
    23     4  1983     1240.000000
    24     4  1983     1240.000000
    25     4  1983     1240.000000
    26     4  1983     1240.000000
    27     4  1983     1238.000000
    28     4  1983     1237.000000
    29     4  1983     1236.000000
    30     4  1983     1235.000000
     1     5  1983     1234.000000
     2     5  1983     1233.000000
     3     5  1983     1232.000000
     4     5  1983     1231.000000
     5     5  1983     1230.000000
     6     5  1983     1229.000000
     7     5  1983     1227.000000
     8     5  1983     1226.000000
     9     5  1983     1224.000000
    10     5  1983     1222.000000
    11     5  1983     1220.000000
    12     5  1983     1219.000000
    13     5  1983     1217.000000
    14     5  1983     1215.000000
    15     5  1983     1213.000000
    16     5  1983     1211.000000
    17     5  1983     1208.000000
    18     5  1983     1206.000000
    19     5  1983     1203.000000
    20     5  1983     1201.000000
    21     5  1983     1199.000000
    22     5  1983     1197.000000
    23     5  1983     1195.000000
    24     5  1983     1194.000000
    25     5  1983     1193.000000
    26     5  1983     1191.000000
    27     5  1983     1188.000000
    28     5  1983     1186.000000
    29     5  1983     1184.000000
    30     5  1983     1181.000000
    31     5  1983     1179.000000
     1     6  1983     1177.000000
     2     6  1983     1173.000000
     3     6  1983     1169.000000
     4     6  1983     1165.000000
     5     6  1983     1163.000000
     6     6  1983     1161.000000
     7     6  1983     1159.000000
     8     6  1983     1155.000000
     9     6  1983     1152.000000
    10     6  1983     1150.000000
    11     6  1983     1146.000000
    12     6  1983     1143.000000
    13     6  1983     1140.000000
    14     6  1983     1137.000000
    15     6  1983     1135.000000
    16     6  1983     1132.000000
    17     6  1983     1129.000000
    18     6  1983     1125.000000
    19     6  1983     1122.000000
    20     6  1983     1119.000000
    21     6  1983     1115.000000
    22     6  1983     1113.000000
    23     6  1983     1109.000000
    24     6  1983     1105.000000
    25     6  1983     1101.000000
    26     6  1983     1097.000000
    27     6  1983     1093.000000
    28     6  1983     1089.000000
    29     6  1983     1085.000000
    30     6  1983     1081.000000
     1     7  1983     1077.000000
     2     7  1983     1073.000000
     3     7  1983     1069.000000
     4     7  1983     1065.000000
     5     7  1983     1060.000000
     6     7  1983     1055.000000
     7     7  1983     1051.000000
     8     7  1983     1047.000000
     9     7  1983     1043.000000
    10     7  1983     1039.000000
    11     7  1983     1037.000000
    12     7  1983     1032.000000
    13     7  1983     1026.000000
    14     7  1983     1021.000000
    15     7  1983     1016.000000
    16     7  1983     1009.000000
    17     7  1983     1002.000000
    18     7  1983      996.000000
    19     7  1983      989.000000
    20     7  1983      983.000000
    21     7  1983      978.000000
    22     7  1983      971.000000
    23     7  1983      966.000000
    24     7  1983      958.000000
    25     7  1983      952.000000
    26     7  1983      946.000000
    27     7  1983      938.000000
    28     7  1983      932.000000
    29     7  1983      925.000000
    30     7  1983      919.000000
    31     7  1983      912.000000
     1     8  1983      895.000000
     2     8  1983      883.000000
     3     8  1983      871.000000
     4     8  1983      857.000000
     5     8  1983      842.000000
     6     8  1983      828.000000
     7     8  1983      813.000000
     8     8  1983      798.000000
     9     8  1983      780.000000
    10     8  1983      765.000000
    11     8  1983      748.000000
    12     8  1983      729.000000
    13     8  1983      712.000000
    14     8  1983      693.000000
    15     8  1983      673.000000
    16     8  1983      654.000000
    17     8  1983      635.000000
    18     8  1983      619.000000
    19     8  1983      605.000000
    20     8  1983      590.000000
    21     8  1983      578.000000
    22     8  1983      568.000000
    23     8  1983      558.000000
    24     8  1983      550.000000
    25     8  1983      543.000000
    26     8  1983      535.000000
    27     8  1983      527.000000
    28     8  1983      519.000000
    29     8  1983      513.000000
    30     8  1983      506.000000
    31     8  1983      499.000000
     1     9  1983      492.000000
     2     9  1983      486.000000
     3     9  1983      479.000000
     4     9  1983      474.000000
     5     9  1983      469.000000
     6     9  1983      465.000000
     7     9  1983      461.000000
     8     9  1983      457.000000
     9     9  1983      453.000000
    10     9  1983      449.000000
    11     9  1983      446.000000
    12     9  1983      443.000000
    13     9  1983      440.000000
    14     9  1983      438.000000
    15     9  1983      436.000000
    16     9  1983      434.000000
    17     9  1983      432.000000
    18     9  1983      429.000000
    19     9  1983      427.000000
    20     9  1983      425.000000
    21     9  1983      423.000000
    22     9  1983      420.000000
    23     9  1983      418.000000
    24     9  1983      417.000000
    25     9  1983      415.000000
    26     9  1983      413.000000
    27     9  1983      411.000000
    28     9  1983      410.000000
    29     9  1983      410.000000
    30     9  1983      408.000000
     1    10  1983      407.000000
     2    10  1983      405.000000
     3    10  1983      405.000000
     4    10  1983      404.000000
     5    10  1983      403.000000
     6    10  1983      403.000000
     7    10  1983      402.000000
     8    10  1983      401.000000
     9    10  1983      401.000000
    10    10  1983      401.000000
    11    10  1983      401.000000
    12    10  1983      401.000000
    13    10  1983      401.000000
    14    10  1983      401.000000
    15    10  1983      402.000000
    16    10  1983      402.000000
    17    10  1983      402.000000
    18    10  1983      400.000000
    19    10  1983      400.000000
    20    10  1983      399.000000
    21    10  1983      398.000000
    22    10  1983      398.000000
    23    10  1983      397.000000
    24    10  1983      396.000000
    25    10  1983      396.000000
    26    10  1983      396.000000
    27    10  1983      395.000000
    28    10  1983      395.000000
    29    10  1983      395.000000
    30    10  1983      396.000000
    31    10  1983      398.000000
     1    11  1983      397.000000
     2    11  1983      399.000000
     3    11  1983      400.000000
     4    11  1983      400.000000
     5    11  1983      402.000000
     6    11  1983      402.000000
     7    11  1983      403.000000
     8    11  1983      403.000000
     9    11  1983      404.000000
    10    11  1983      405.000000
    11    11  1983      410.000000
    12    11  1983      412.000000
    13    11  1983      415.000000
    14    11  1983      417.000000
    15    11  1983      419.000000
    16    11  1983      420.000000
    17    11  1983      421.000000
    18    11  1983      422.000000
    19    11  1983      425.000000
    20    11  1983      427.000000
    21    11  1983      429.000000
    22    11  1983      431.000000
    23    11  1983      433.000000
    24    11  1983      436.000000
    25    11  1983      438.000000
    26    11  1983      442.000000
    27    11  1983      447.000000
    28    11  1983      453.000000
    29    11  1983      456.000000
    30    11  1983      463.000000
     1    12  1983      471.000000
     2    12  1983      477.000000
     3    12  1983      482.000000
     4    12  1983      487.000000
     5    12  1983      493.000000
     6    12  1983      498.000000
     7    12  1983      504.000000
     8    12  1983      506.000000
     9    12  1983      511.000000
    10    12  1983      517.000000
    11    12  1983      525.000000
    12    12  1983      533.000000
    13    12  1983      538.000000
    14    12  1983      543.000000
    15    12  1983      545.000000
    16    12  1983      546.000000
    17    12  1983      546.000000
    18    12  1983      546.000000
    19    12  1983      546.000000
    20    12  1983      545.000000
    21    12  1983      544.000000
    22    12  1983      543.000000
    23    12  1983      543.000000
    24    12  1983      543.000000
    25    12  1983      543.000000
    26    12  1983      544.000000
    27    12  1983      544.000000
    28    12  1983      546.000000
    29    12  1983      550.000000
    30    12  1983      557.000000
    31    12  1983      565.000000
     1     1  1984      584.000000
     2     1  1984      605.000000
     3     1  1984      625.000000
     4     1  1984      649.000000
     5     1  1984      668.000000
     6     1  1984      688.000000
     7     1  1984      704.000000
     8     1  1984      719.000000
     9     1  1984      738.000000
    10     1  1984      758.000000
    11     1  1984      775.000000
    12     1  1984      791.000000
    13     1  1984      800.000000
    14     1  1984      809.000000
    15     1  1984      818.000000
    16     1  1984      827.000000
    17     1  1984      838.000000
    18     1  1984      847.000000
    19     1  1984      856.000000
    20     1  1984      864.000000
    21     1  1984      871.000000
    22     1  1984      878.000000
    23     1  1984      885.000000
    24     1  1984      894.000000
    25     1  1984      896.000000
    26     1  1984      906.000000
    27     1  1984      913.000000
    28     1  1984      918.000000
    29     1  1984      927.000000
    30     1  1984      933.000000
    31     1  1984      937.000000
     1     2  1984      942.000000
     2     2  1984      946.000000
     3     2  1984      951.000000
     4     2  1984      956.000000
     5     2  1984      960.000000
     6     2  1984      966.000000
     7     2  1984      972.000000
     8     2  1984      980.000000
     9     2  1984      990.000000
    10     2  1984      997.000000
    11     2  1984     1004.000000
    12     2  1984     1012.000000
    13     2  1984     1018.000000
    14     2  1984     1024.000000
    15     2  1984     1032.000000
    16     2  1984     1038.000000
    17     2  1984     1047.000000
    18     2  1984     1054.000000
    19     2  1984     1062.000000
    20     2  1984     1068.000000
    21     2  1984     1076.000000
    22     2  1984     1086.000000
    23     2  1984     1096.000000
    24     2  1984     1104.000000
    25     2  1984     1110.000000
    26     2  1984     1116.000000
    27     2  1984     1122.000000
    28     2  1984     1128.000000
    29     2  1984     1132.000000
     1     3  1984     1137.000000
     2     3  1984     1141.000000
     3     3  1984     1146.000000
     4     3  1984     1151.000000
     5     3  1984     1157.000000
     6     3  1984     1161.000000
     7     3  1984     1165.000000
     8     3  1984     1170.000000
     9     3  1984     1175.000000
    10     3  1984     1182.000000
    11     3  1984     1188.000000
    12     3  1984     1193.000000
    13     3  1984     1198.000000
    14     3  1984     1206.000000
    15     3  1984     1211.000000
    16     3  1984     1216.000000
    17     3  1984     1222.000000
    18     3  1984     1228.000000
    19     3  1984     1233.000000
    20     3  1984     1237.000000
    21     3  1984     1241.000000
    22     3  1984     1246.000000
    23     3  1984     1251.000000
    24     3  1984     1255.000000
    25     3  1984     1260.000000
    26     3  1984     1263.000000
    27     3  1984     1266.000000
    28     3  1984     1271.000000
    29     3  1984     1274.000000
    30     3  1984     1278.000000
    31     3  1984     1281.000000
     1     4  1984     1284.000000
     2     4  1984     1289.000000
     3     4  1984     1293.000000
     4     4  1984     1298.000000
     5     4  1984     1303.000000
     6     4  1984     1308.000000
     7     4  1984     1315.000000
     8     4  1984     1320.000000
     9     4  1984     1325.000000
    10     4  1984     1330.000000
    11     4  1984     1336.000000
    12     4  1984     1341.000000
    13     4  1984     1346.000000
    14     4  1984     1350.000000
    15     4  1984     1355.000000
    16     4  1984     1358.000000
    17     4  1984     1362.000000
    18     4  1984     1364.000000
    19     4  1984     1368.000000
    20     4  1984     1372.000000
    21     4  1984     1374.000000
    22     4  1984     1378.000000
    23     4  1984     1382.000000
    24     4  1984     1386.000000
    25     4  1984     1388.000000
    26     4  1984     1390.000000
    27     4  1984     1392.000000
    28     4  1984     1394.000000
    29     4  1984     1398.000000
    30     4  1984     1400.000000
     1     5  1984     1401.000000
     2     5  1984     1402.000000
     3     5  1984     1402.000000
     4     5  1984     1402.000000
     5     5  1984     1402.000000
     6     5  1984     1402.000000
     7     5  1984     1401.000000
     8     5  1984     1400.000000
     9     5  1984     1399.000000
    10     5  1984     1400.000000
    11     5  1984     1398.000000
    12     5  1984     1397.000000
    13     5  1984     1396.000000
    14     5  1984     1394.000000
    15     5  1984     1392.000000
    16     5  1984     1390.000000
    17     5  1984     1388.000000
    18     5  1984     1386.000000
    19     5  1984     1384.000000
    20     5  1984     1382.000000
    21     5  1984     1378.000000
    22     5  1984     1376.000000
    23     5  1984     1372.000000
    24     5  1984     1369.000000
    25     5  1984     1365.000000
    26     5  1984     1362.000000
    27     5  1984     1358.000000
    28     5  1984     1355.000000
    29     5  1984     1350.000000
    30     5  1984     1345.000000
    31     5  1984     1341.000000
     1     6  1984     1337.000000
     2     6  1984     1333.000000
     3     6  1984     1330.000000
     4     6  1984     1324.000000
     5     6  1984     1319.000000
     6     6  1984     1315.000000
     7     6  1984     1310.000000
     8     6  1984     1302.000000
     9     6  1984     1296.000000
    10     6  1984     1292.000000
    11     6  1984     1287.000000
    12     6  1984     1283.000000
    13     6  1984     1278.000000
    14     6  1984     1272.000000
    15     6  1984     1266.000000
    16     6  1984     1256.000000
    17     6  1984     1254.000000
    18     6  1984     1248.000000
    19     6  1984     1242.000000
    20     6  1984     1236.000000
    21     6  1984     1228.000000
    22     6  1984     1220.000000
    23     6  1984     1214.000000
    24     6  1984     1206.000000
    25     6  1984     1199.000000
    26     6  1984     1190.000000
    27     6  1984     1182.000000
    28     6  1984     1172.000000
    29     6  1984     1162.000000
    30     6  1984     1152.000000
     1     7  1984     1142.000000
     2     7  1984     1132.000000
     3     7  1984     1122.000000
     4     7  1984     1112.000000
     5     7  1984     1099.000000
     6     7  1984     1088.000000
     7     7  1984     1076.000000
     8     7  1984     1064.000000
     9     7  1984     1051.000000
    10     7  1984     1038.000000
    11     7  1984     1024.000000
    12     7  1984     1010.000000
    13     7  1984      996.000000
    14     7  1984      980.000000
    15     7  1984      964.000000
    16     7  1984      946.000000
    17     7  1984      929.000000
    18     7  1984      911.000000
    19     7  1984      892.000000
    20     7  1984      874.000000
    21     7  1984      856.000000
    22     7  1984      838.000000
    23     7  1984      820.000000
    24     7  1984      801.000000
    25     7  1984      782.000000
    26     7  1984      766.000000
    27     7  1984      750.000000
    28     7  1984      733.000000
    29     7  1984      717.000000
    30     7  1984      702.000000
    31     7  1984      688.000000
     1     8  1984      673.000000
     2     8  1984      658.000000
     3     8  1984      642.000000
     4     8  1984      629.000000
     5     8  1984      614.000000
     6     8  1984      600.000000
     7     8  1984      587.000000
     8     8  1984      574.000000
     9     8  1984      563.000000
    10     8  1984      552.000000
    11     8  1984      541.000000
    12     8  1984      532.000000
    13     8  1984      522.000000
    14     8  1984      512.000000
    15     8  1984      504.000000
    16     8  1984      496.000000
    17     8  1984      490.000000
    18     8  1984      484.000000
    19     8  1984      480.000000
    20     8  1984      476.000000
    21     8  1984      472.000000
    22     8  1984      468.000000
    23     8  1984      464.000000
    24     8  1984      459.000000
    25     8  1984      456.000000
    26     8  1984      454.000000
    27     8  1984      452.000000
    28     8  1984      450.000000
    29     8  1984      448.000000
    30     8  1984      446.000000
    31     8  1984      444.000000
     1     9  1984      442.000000
     2     9  1984      440.000000
     3     9  1984      438.000000
     4     9  1984      436.000000
     5     9  1984      434.000000
     6     9  1984      432.000000
     7     9  1984      430.000000
     8     9  1984      430.000000
     9     9  1984      428.000000
    10     9  1984      426.000000
    11     9  1984      424.000000
    12     9  1984      422.000000
    13     9  1984      420.000000
    14     9  1984      418.000000
    15     9  1984      416.000000
    16     9  1984      414.000000
    17     9  1984      412.000000
    18     9  1984      410.000000
    19     9  1984      409.000000
    20     9  1984      408.000000
    21     9  1984      407.000000
    22     9  1984      406.000000
    23     9  1984      405.000000
    24     9  1984      405.000000
    25     9  1984      404.000000
    26     9  1984      404.000000
    27     9  1984      405.000000
    28     9  1984      404.000000
    29     9  1984      404.000000
    30     9  1984      403.000000
     1    10  1984      402.000000
     2    10  1984      401.000000
     3    10  1984      400.000000
     4    10  1984      400.000000
     5    10  1984      399.000000
     6    10  1984      398.000000
     7    10  1984      398.000000
     8    10  1984      397.000000
     9    10  1984      396.000000
    10    10  1984      395.000000
    11    10  1984      394.000000
    12    10  1984      393.000000
    13    10  1984      392.000000
    14    10  1984      391.000000
    15    10  1984      390.000000
    16    10  1984      389.000000
    17    10  1984      388.000000
    18    10  1984      397.000000
    19    10  1984      390.000000
    20    10  1984      390.000000
    21    10  1984      390.000000
    22    10  1984      391.000000
    23    10  1984      392.000000
    24    10  1984      392.000000
    25    10  1984      392.000000
    26    10  1984      392.000000
    27    10  1984      392.000000
    28    10  1984      394.000000
    29    10  1984      395.000000
    30    10  1984      398.000000
    31    10  1984      403.000000
     1    11  1984      410.000000
     2    11  1984      412.000000
     3    11  1984      414.000000
     4    11  1984      418.000000
     5    11  1984      426.000000
     6    11  1984      433.000000
     7    11  1984      440.000000
     8    11  1984      447.000000
     9    11  1984      454.000000
    10    11  1984      459.000000
    11    11  1984      462.000000
    12    11  1984      466.000000
    13    11  1984      472.000000
    14    11  1984      481.000000
    15    11  1984      492.000000
    16    11  1984      503.000000
    17    11  1984      514.000000
    18    11  1984      523.000000
    19    11  1984      532.000000
    20    11  1984      542.000000
    21    11  1984      550.000000
    22    11  1984      558.000000
    23    11  1984      567.000000
    24    11  1984      573.000000
    25    11  1984      578.000000
    26    11  1984      582.000000
    27    11  1984      585.000000
    28    11  1984      590.000000
    29    11  1984      596.000000
    30    11  1984      600.000000
     1    12  1984      606.000000
     2    12  1984      610.000000
     3    12  1984      612.000000
     4    12  1984      616.000000
     5    12  1984      620.000000
     6    12  1984      624.000000
     7    12  1984      628.000000
     8    12  1984      636.000000
     9    12  1984      642.000000
    10    12  1984      648.000000
    11    12  1984      656.000000
    12    12  1984      665.000000
    13    12  1984      673.000000
    14    12  1984      680.000000
    15    12  1984      687.000000
    16    12  1984      692.000000
    17    12  1984      698.000000
    18    12  1984      702.000000
    19    12  1984      705.000000
    20    12  1984      709.000000
    21    12  1984      713.000000
    22    12  1984      718.000000
    23    12  1984      721.000000
    24    12  1984      726.000000
    25    12  1984      730.000000
    26    12  1984      733.000000
    27    12  1984      737.000000
    28    12  1984      742.000000
    29    12  1984      747.000000
    30    12  1984      753.000000
    31    12  1984      758.000000
     1     1  1985      764.000000
     2     1  1985      770.000000
     3     1  1985      775.000000
     4     1  1985      780.000000
     5     1  1985      786.000000
     6     1  1985      792.000000
     7     1  1985      801.000000
     8     1  1985      808.000000
     9     1  1985      816.000000
    10     1  1985      826.000000
    11     1  1985      833.000000
    12     1  1985      842.000000
    13     1  1985      850.000000
    14     1  1985      858.000000
    15     1  1985      866.000000
    16     1  1985      874.000000
    17     1  1985      887.000000
    18     1  1985      898.000000
    19     1  1985      908.000000
    20     1  1985      917.000000
    21     1  1985      926.000000
    22     1  1985      934.000000
    23     1  1985      946.000000
    24     1  1985      953.000000
    25     1  1985      958.000000
    26     1  1985      962.000000
    27     1  1985      968.000000
    28     1  1985      978.000000
    29     1  1985      983.000000
    30     1  1985      986.000000
    31     1  1985      994.000000
     1     2  1985     1000.000000
     2     2  1985     1012.000000
     3     2  1985     1019.000000
     4     2  1985     1024.000000
     5     2  1985     1028.000000
     6     2  1985     1036.000000
     7     2  1985     1043.000000
     8     2  1985     1049.000000
     9     2  1985     1058.000000
    10     2  1985     1064.000000
    11     2  1985     1069.000000
    12     2  1985     1078.000000
    13     2  1985     1084.000000
    14     2  1985     1090.000000
    15     2  1985     1096.000000
    16     2  1985     1101.000000
    17     2  1985     1108.000000
    18     2  1985     1114.000000
    19     2  1985     1120.000000
    20     2  1985     1125.000000
    21     2  1985     1132.000000
    22     2  1985     1137.000000
    23     2  1985     1143.000000
    24     2  1985     1149.000000
    25     2  1985     1154.000000
    26     2  1985     1160.000000
    27     2  1985     1164.000000
    28     2  1985     1170.000000
     1     3  1985     1174.000000
     2     3  1985     1178.000000
     3     3  1985     1182.000000
     4     3  1985     1191.000000
     5     3  1985     1196.000000
     6     3  1985     1202.000000
     7     3  1985     1207.000000
     8     3  1985     1212.000000
     9     3  1985     1220.000000
    10     3  1985     1226.000000
    11     3  1985     1231.000000
    12     3  1985     1235.000000
    13     3  1985     1240.000000
    14     3  1985     1244.000000
    15     3  1985     1248.000000
    16     3  1985     1252.000000
    17     3  1985     1256.000000
    18     3  1985     1259.000000
    19     3  1985     1264.000000
    20     3  1985     1268.000000
    21     3  1985     1272.000000
    22     3  1985     1276.000000
    23     3  1985     1278.000000
    24     3  1985     1283.000000
    25     3  1985     1290.000000
    26     3  1985     1293.000000
    27     3  1985     1297.000000
    28     3  1985     1302.000000
    29     3  1985     1304.000000
    30     3  1985     1306.000000
    31     3  1985     1310.000000
     1     4  1985     1314.000000
     2     4  1985     1316.000000
     3     4  1985     1320.000000
     4     4  1985     1322.000000
     5     4  1985     1324.000000
     6     4  1985     1326.000000
     7     4  1985     1328.000000
     8     4  1985     1330.000000
     9     4  1985     1334.000000
    10     4  1985     1336.000000
    11     4  1985     1338.000000
    12     4  1985     1339.000000
    13     4  1985     1340.000000
    14     4  1985     1342.000000
    15     4  1985     1344.000000
    16     4  1985     1345.000000
    17     4  1985     1346.000000
    18     4  1985     1348.000000
    19     4  1985     1354.000000
    20     4  1985     1356.000000
    21     4  1985     1359.000000
    22     4  1985     1360.000000
    23     4  1985     1362.000000
    24     4  1985     1364.000000
    25     4  1985     1367.000000
    26     4  1985     1370.000000
    27     4  1985     1372.000000
    28     4  1985     1373.000000
    29     4  1985     1374.000000
    30     4  1985     1376.000000
     1     5  1985     1378.000000
     2     5  1985     1379.000000
     3     5  1985     1380.000000
     4     5  1985     1380.000000
     5     5  1985     1380.000000
     6     5  1985     1380.000000
     7     5  1985     1380.000000
     8     5  1985     1380.000000
     9     5  1985     1380.000000
    10     5  1985     1379.000000
    11     5  1985     1378.000000
    12     5  1985     1376.000000
    13     5  1985     1376.000000
    14     5  1985     1376.000000
    15     5  1985     1375.000000
    16     5  1985     1374.000000
    17     5  1985     1373.000000
    18     5  1985     1372.000000
    19     5  1985     1371.000000
    20     5  1985     1370.000000
    21     5  1985     1369.000000
    22     5  1985     1368.000000
    23     5  1985     1367.000000
    24     5  1985     1366.000000
    25     5  1985     1364.000000
    26     5  1985     1362.000000
    27     5  1985     1360.000000
    28     5  1985     1358.000000
    29     5  1985     1356.000000
    30     5  1985     1354.000000
    31     5  1985     1352.000000
     1     6  1985     1350.000000
     2     6  1985     1346.000000
     3     6  1985     1343.000000
     4     6  1985     1339.000000
     5     6  1985     1336.000000
     6     6  1985     1332.000000
     7     6  1985     1329.000000
     8     6  1985     1325.000000
     9     6  1985     1321.000000
    10     6  1985     1316.000000
    11     6  1985     1311.000000
    12     6  1985     1307.000000
    13     6  1985     1303.000000
    14     6  1985     1299.000000
    15     6  1985     1294.000000
    16     6  1985     1289.000000
    17     6  1985     1285.000000
    18     6  1985     1280.000000
    19     6  1985     1275.000000
    20     6  1985     1270.000000
    21     6  1985     1265.000000
    22     6  1985     1260.000000
    23     6  1985     1254.000000
    24     6  1985     1248.000000
    25     6  1985     1242.000000
    26     6  1985     1236.000000
    27     6  1985     1228.000000
    28     6  1985     1222.000000
    29     6  1985     1214.000000
    30     6  1985     1208.000000
     1     7  1985     1199.000000
     2     7  1985     1191.000000
     3     7  1985     1183.000000
     4     7  1985     1176.000000
     5     7  1985     1166.000000
     6     7  1985     1160.000000
     7     7  1985     1148.000000
     8     7  1985     1139.000000
     9     7  1985     1129.000000
    10     7  1985     1120.000000
    11     7  1985     1110.000000
    12     7  1985     1096.000000
    13     7  1985     1085.000000
    14     7  1985     1074.000000
    15     7  1985     1062.000000
    16     7  1985     1044.000000
    17     7  1985     1035.000000
    18     7  1985     1022.000000
    19     7  1985     1006.000000
    20     7  1985      990.000000
    21     7  1985      974.000000
    22     7  1985      960.000000
    23     7  1985      943.000000
    24     7  1985      927.000000
    25     7  1985      911.000000
    26     7  1985      894.000000
    27     7  1985      878.000000
    28     7  1985      862.000000
    29     7  1985      845.000000
    30     7  1985      828.000000
    31     7  1985      810.000000
     1     8  1985      794.000000
     2     8  1985      780.000000
     3     8  1985      766.000000
     4     8  1985      753.000000
     5     8  1985      740.000000
     6     8  1985      729.000000
     7     8  1985      718.000000
     8     8  1985      708.000000
     9     8  1985      699.000000
    10     8  1985      690.000000
    11     8  1985      682.000000
    12     8  1985      672.000000
    13     8  1985      660.000000
    14     8  1985      650.000000
    15     8  1985      641.000000
    16     8  1985      630.000000
    17     8  1985      622.000000
    18     8  1985      614.000000
    19     8  1985      604.000000
    20     8  1985      596.000000
    21     8  1985      586.000000
    22     8  1985      578.000000
    23     8  1985      571.000000
    24     8  1985      564.000000
    25     8  1985      554.000000
    26     8  1985      550.000000
    27     8  1985      544.000000
    28     8  1985      536.000000
    29     8  1985      530.000000
    30     8  1985      524.000000
    31     8  1985      519.000000
     1     9  1985      512.000000
     2     9  1985      508.000000
     3     9  1985      504.000000
     4     9  1985      498.000000
     5     9  1985      493.000000
     6     9  1985      488.000000
     7     9  1985      485.000000
     8     9  1985      481.000000
     9     9  1985      476.000000
    10     9  1985      473.000000
    11     9  1985      470.000000
    12     9  1985      466.000000
    13     9  1985      464.000000
    14     9  1985      460.000000
    15     9  1985      458.000000
    16     9  1985      456.000000
    17     9  1985      454.000000
    18     9  1985      454.000000
    19     9  1985      452.000000
    20     9  1985      450.000000
    21     9  1985      448.000000
    22     9  1985      446.000000
    23     9  1985      444.000000
    24     9  1985      442.000000
    25     9  1985      441.000000
    26     9  1985      440.000000
    27     9  1985      438.000000
    28     9  1985      436.000000
    29     9  1985      435.000000
    30     9  1985      436.000000
     1    10  1985      435.000000
     2    10  1985      434.000000
     3    10  1985      433.000000
     4    10  1985      432.000000
     5    10  1985      431.000000
     6    10  1985      430.000000
     7    10  1985      428.000000
     8    10  1985      426.000000
     9    10  1985      425.000000
    10    10  1985      426.000000
    11    10  1985      428.000000
    12    10  1985      428.000000
    13    10  1985      428.000000
    14    10  1985      430.000000
    15    10  1985      432.000000
    16    10  1985      433.000000
    17    10  1985      433.000000
    18    10  1985      434.000000
    19    10  1985      434.000000
    20    10  1985      434.000000
