GARGANTA	-57.043	-0.998
    15     5  1995      736.000000
    16     5  1995      731.000000
    17     5  1995      730.000000
    18     5  1995      740.000000
    19     5  1995      757.000000
    20     5  1995      793.000000
    21     5  1995      850.000000
    22     5  1995      895.000000
    23     5  1995      898.000000
    24     5  1995      900.000000
    25     5  1995      893.000000
    26     5  1995      886.000000
    27     5  1995      879.000000
    28     5  1995      873.000000
    29     5  1995      870.000000
    30     5  1995      868.000000
    31     5  1995      865.000000
     1     6  1995      863.000000
     2     6  1995      861.000000
     3     6  1995      860.000000
     4     6  1995      858.000000
     5     6  1995      858.000000
     6     6  1995      857.000000
     7     6  1995      854.000000
     8     6  1995      853.000000
     9     6  1995      856.000000
    10     6  1995      863.000000
    11     6  1995      868.000000
    12     6  1995      869.000000
    13     6  1995      883.000000
    14     6  1995      891.000000
    15     6  1995      900.000000
    16     6  1995      907.000000
    17     6  1995      910.000000
    18     6  1995      908.000000
    19     6  1995      903.000000
    20     6  1995      896.000000
    21     6  1995      888.000000
    22     6  1995      882.000000
    23     6  1995      878.000000
    24     6  1995      880.000000
    25     6  1995      892.000000
    26     6  1995      903.000000
    27     6  1995      902.000000
    28     6  1995      896.000000
    29     6  1995      889.000000
    30     6  1995      883.000000
     1     7  1995      877.000000
     2     7  1995      871.000000
     3     7  1995      866.000000
     4     7  1995      861.000000
     5     7  1995      855.000000
     6     7  1995      849.000000
     7     7  1995      843.000000
     8     7  1995      836.000000
     9     7  1995      828.000000
    10     7  1995      836.000000
    11     7  1995      810.000000
    12     7  1995      798.000000
    13     7  1995      788.000000
    14     7  1995      777.000000
    15     7  1995      765.000000
    16     7  1995      747.000000
    17     7  1995      739.000000
    18     7  1995      732.000000
    19     7  1995      727.000000
    20     7  1995      724.000000
    21     7  1995      726.000000
    22     7  1995      730.000000
    23     7  1995      732.000000
    24     7  1995      729.000000
    25     7  1995      725.000000
    26     7  1995      720.000000
    27     7  1995      715.000000
    28     7  1995      712.000000
    29     7  1995      709.000000
    30     7  1995      705.000000
    31     7  1995      700.000000
     1     8  1995      696.000000
     2     8  1995      689.000000
     3     8  1995      681.000000
     4     8  1995      672.000000
     5     8  1995      665.000000
     6     8  1995      659.000000
     7     8  1995      654.000000
     8     8  1995      647.000000
     9     8  1995      642.000000
    10     8  1995      644.000000
    11     8  1995      646.000000
    12     8  1995      643.000000
    13     8  1995      643.000000
    14     8  1995      651.000000
    15     8  1995      661.000000
    16     8  1995      653.000000
    17     8  1995      639.000000
    18     8  1995      636.000000
    19     8  1995      634.000000
    20     8  1995      631.000000
    21     8  1995      628.000000
    22     8  1995      627.000000
    23     8  1995      628.000000
    24     8  1995      630.000000
    25     8  1995      633.000000
    26     8  1995      638.000000
    27     8  1995      636.000000
    28     8  1995      630.000000
    29     8  1995      623.000000
    30     8  1995      617.000000
    31     8  1995      611.000000
     1     9  1995      604.000000
     2     9  1995      601.000000
     3     9  1995      598.000000
     4     9  1995      594.000000
     5     9  1995      593.000000
     6     9  1995      596.000000
     7     9  1995      598.000000
     8     9  1995      597.000000
     9     9  1995      595.000000
    10     9  1995      593.000000
    11     9  1995      591.000000
    12     9  1995      582.000000
    13     9  1995      565.000000
    14     9  1995      561.000000
    15     9  1995      557.000000
    16     9  1995      555.000000
    17     9  1995      556.000000
    18     9  1995      558.000000
    19     9  1995      553.000000
    20     9  1995      544.000000
    21     9  1995      540.000000
    22     9  1995      544.000000
    23     9  1995      550.000000
    24     9  1995      556.000000
    25     9  1995      565.000000
    26     9  1995      564.000000
    27     9  1995      554.000000
    28     9  1995      542.000000
    29     9  1995      535.000000
    30     9  1995      531.000000
     1    10  1995      525.000000
     2    10  1995      521.000000
     3    10  1995      517.000000
     4    10  1995      513.000000
     5    10  1995      510.000000
     6    10  1995      508.000000
     7    10  1995      506.000000
     8    10  1995      504.000000
     9    10  1995      504.000000
    10    10  1995      516.000000
    11    10  1995      519.000000
    12    10  1995      512.000000
    13    10  1995      502.000000
    14    10  1995      505.000000
    15    10  1995      514.000000
    16    10  1995      524.000000
    17    10  1995      528.000000
    18    10  1995      515.000000
    19    10  1995      494.000000
    20    10  1995      483.000000
    21    10  1995      476.000000
    22    10  1995      468.000000
    23    10  1995      470.000000
    24    10  1995      477.000000
    25    10  1995      482.000000
    26    10  1995      494.000000
    27    10  1995      520.000000
    28    10  1995      546.000000
    29    10  1995      546.000000
    30    10  1995      529.000000
    31    10  1995      516.000000
     1    11  1995      501.000000
     2    11  1995      489.000000
     3    11  1995      487.000000
     4    11  1995      496.000000
     5    11  1995      502.000000
     6    11  1995      510.000000
     7    11  1995      513.000000
     8    11  1995      507.000000
     9    11  1995      487.000000
    10    11  1995      479.000000
    11    11  1995      473.000000
    12    11  1995      467.000000
    13    11  1995      462.000000
    14    11  1995      464.000000
    15    11  1995      468.000000
    16    11  1995      471.000000
    17    11  1995      470.000000
    18    11  1995      467.000000
    19    11  1995      469.000000
    20    11  1995      491.000000
    21    11  1995      505.000000
    22    11  1995      510.000000
    23    11  1995      499.000000
    24    11  1995      483.000000
    25    11  1995      479.000000
    26    11  1995      472.000000
    27    11  1995      465.000000
    28    11  1995      460.000000
    29    11  1995      456.000000
    30    11  1995      446.000000
     1    12  1995      438.000000
     2    12  1995      436.000000
     3    12  1995      436.000000
     4    12  1995      440.000000
     5    12  1995      442.000000
     6    12  1995      444.000000
     7    12  1995      447.000000
     8    12  1995      454.000000
     9    12  1995      468.000000
    10    12  1995      482.000000
    11    12  1995      496.000000
    12    12  1995      512.000000
    13    12  1995      512.000000
    14    12  1995      495.000000
    15    12  1995      486.000000
    16    12  1995      479.000000
    17    12  1995      475.000000
    18    12  1995      466.000000
    19    12  1995      464.000000
    20    12  1995      474.000000
    21    12  1995      479.000000
    22    12  1995      475.000000
    23    12  1995      477.000000
    24    12  1995      483.000000
    25    12  1995      490.000000
    26    12  1995      497.000000
    27    12  1995      502.000000
    28    12  1995      510.000000
    29    12  1995      515.000000
    30    12  1995      505.000000
    31    12  1995      484.000000
     1     1  1996      458.000000
     2     1  1996      436.000000
     3     1  1996      428.000000
     4     1  1996      421.000000
     5     1  1996      425.000000
     6     1  1996      437.000000
     7     1  1996      471.000000
     8     1  1996      505.000000
     9     1  1996      523.000000
    10     1  1996      536.000000
    11     1  1996      559.000000
    12     1  1996      581.000000
    13     1  1996      587.000000
    14     1  1996      593.000000
    15     1  1996      602.000000
    16     1  1996      616.000000
    17     1  1996      637.000000
    18     1  1996      638.000000
    19     1  1996      623.000000
    20     1  1996      601.000000
    21     1  1996      585.000000
    22     1  1996      576.000000
    23     1  1996      575.000000
    24     1  1996      589.000000
    25     1  1996      592.000000
    26     1  1996      583.000000
    27     1  1996      570.000000
    28     1  1996      564.000000
    29     1  1996      564.000000
    30     1  1996      569.000000
    31     1  1996      588.000000
     1     2  1996      611.000000
     2     2  1996      631.000000
     3     2  1996      647.000000
     4     2  1996      658.000000
     5     2  1996      676.000000
     6     2  1996      688.000000
     7     2  1996      704.000000
     8     2  1996      724.000000
     9     2  1996      728.000000
    10     2  1996      724.000000
    11     2  1996      739.000000
    12     2  1996      745.000000
    13     2  1996      745.000000
    14     2  1996      742.000000
    15     2  1996      737.000000
    16     2  1996      732.000000
    17     2  1996      727.000000
    18     2  1996      721.000000
    19     2  1996      715.000000
    20     2  1996      710.000000
    21     2  1996      706.000000
    22     2  1996      702.000000
    23     2  1996      698.000000
    24     2  1996      695.000000
    25     2  1996      688.000000
    26     2  1996      672.000000
    27     2  1996      676.000000
    28     2  1996      682.000000
    29     2  1996      675.000000
     1     3  1996      681.000000
     2     3  1996      716.000000
     3     3  1996      743.000000
     4     3  1996      748.000000
     5     3  1996      743.000000
     6     3  1996      738.000000
     7     3  1996      738.000000
     8     3  1996      729.000000
     9     3  1996      707.000000
    10     3  1996      689.000000
    11     3  1996      686.000000
    12     3  1996      689.000000
    13     3  1996      687.000000
    14     3  1996      680.000000
    15     3  1996      677.000000
    16     3  1996      678.000000
    17     3  1996      669.000000
    18     3  1996      656.000000
    19     3  1996      658.000000
    20     3  1996      669.000000
    21     3  1996      682.000000
    22     3  1996      694.000000
    23     3  1996      692.000000
    24     3  1996      683.000000
    25     3  1996      673.000000
    26     3  1996      663.000000
    27     3  1996      665.000000
    28     3  1996      684.000000
    29     3  1996      705.000000
    30     3  1996      712.000000
    31     3  1996      701.000000
     1     4  1996      682.000000
     2     4  1996      664.000000
     3     4  1996      656.000000
     4     4  1996      657.000000
     5     4  1996      673.000000
     6     4  1996      737.000000
     7     4  1996      792.000000
     8     4  1996      810.000000
     9     4  1996      807.000000
    10     4  1996      794.000000
    11     4  1996      773.000000
    12     4  1996      749.000000
    13     4  1996      728.000000
    14     4  1996      709.000000
    15     4  1996      693.000000
    16     4  1996      697.000000
    17     4  1996      752.000000
    18     4  1996      806.000000
    19     4  1996      827.000000
    20     4  1996      838.000000
    21     4  1996      851.000000
    22     4  1996      859.000000
    23     4  1996      866.000000
    24     4  1996      876.000000
    25     4  1996      884.000000
    26     4  1996      887.000000
    27     4  1996      889.000000
    28     4  1996      891.000000
    29     4  1996      894.000000
    30     4  1996      899.000000
     1     5  1996      903.000000
     2     5  1996      904.000000
     3     5  1996      904.000000
     4     5  1996      904.000000
     5     5  1996      902.000000
     6     5  1996      905.000000
     7     5  1996      913.000000
     8     5  1996      919.000000
     9     5  1996      924.000000
    10     5  1996      929.000000
    11     5  1996      931.000000
    12     5  1996      931.000000
    13     5  1996      933.000000
    14     5  1996      946.000000
    15     5  1996      940.000000
    16     5  1996      935.000000
    17     5  1996      934.000000
    18     5  1996      933.000000
    19     5  1996      931.000000
    20     5  1996      929.000000
    21     5  1996      925.000000
    22     5  1996      922.000000
    23     5  1996      919.000000
    24     5  1996      917.000000
    25     5  1996      916.000000
    26     5  1996      917.000000
    27     5  1996      918.000000
    28     5  1996      921.000000
    29     5  1996      926.000000
    30     5  1996      932.000000
    31     5  1996      934.000000
     1     6  1996      938.000000
     2     6  1996      944.000000
     3     6  1996      950.000000
     4     6  1996      953.000000
     5     6  1996      955.000000
     6     6  1996      953.000000
     7     6  1996      953.000000
     8     6  1996      955.000000
     9     6  1996      957.000000
    10     6  1996      961.000000
    11     6  1996      965.000000
    12     6  1996      961.000000
    13     6  1996      954.000000
    14     6  1996      950.000000
    15     6  1996      947.000000
    16     6  1996      944.000000
    17     6  1996      939.000000
    18     6  1996      935.000000
    19     6  1996      932.000000
    20     6  1996      928.000000
    21     6  1996      926.000000
    22     6  1996      923.000000
    23     6  1996      919.000000
    24     6  1996      913.000000
    25     6  1996      910.000000
    26     6  1996      904.000000
    27     6  1996      895.000000
    28     6  1996      901.000000
    29     6  1996      913.000000
    30     6  1996      914.000000
     1     7  1996      909.000000
     2     7  1996      898.000000
     3     7  1996      889.000000
     4     7  1996      879.000000
     5     7  1996      872.000000
     6     7  1996      864.000000
     7     7  1996      856.000000
     8     7  1996      848.000000
     9     7  1996      839.000000
    10     7  1996      832.000000
    11     7  1996      818.000000
    12     7  1996      810.000000
    13     7  1996      806.000000
    14     7  1996      804.000000
    15     7  1996      802.000000
    16     7  1996      800.000000
    17     7  1996      796.000000
    18     7  1996      790.000000
    19     7  1996      791.000000
    20     7  1996      796.000000
    21     7  1996      805.000000
    22     7  1996      810.000000
    23     7  1996      814.000000
    24     7  1996      822.000000
    25     7  1996      820.000000
    26     7  1996      817.000000
    27     7  1996      815.000000
    28     7  1996      813.000000
    29     7  1996      810.000000
    30     7  1996      812.000000
    31     7  1996      819.000000
     1     8  1996      823.000000
     2     8  1996      821.000000
     3     8  1996      817.000000
     4     8  1996      810.000000
     5     8  1996      796.000000
     6     8  1996      788.000000
     7     8  1996      783.000000
     8     8  1996      778.000000
     9     8  1996      770.000000
    10     8  1996      751.000000
    11     8  1996      738.000000
    12     8  1996      732.000000
    13     8  1996      726.000000
    14     8  1996      717.000000
    15     8  1996      712.000000
    16     8  1996      709.000000
    17     8  1996      705.000000
    18     8  1996      699.000000
    19     8  1996      695.000000
    20     8  1996      701.000000
    21     8  1996      709.000000
    22     8  1996      713.000000
    23     8  1996      719.000000
    24     8  1996      724.000000
    25     8  1996      729.000000
    26     8  1996      729.000000
    27     8  1996      725.000000
    28     8  1996      723.000000
    29     8  1996      719.000000
    30     8  1996      705.000000
    31     8  1996      695.000000
     1     9  1996      689.000000
     2     9  1996      685.000000
     3     9  1996      679.000000
     4     9  1996      675.000000
     5     9  1996      671.000000
     6     9  1996      666.000000
     7     9  1996      660.000000
     8     9  1996      652.000000
     9     9  1996      639.000000
    10     9  1996      629.000000
    11     9  1996      623.000000
    12     9  1996      623.000000
    13     9  1996      625.000000
    14     9  1996      623.000000
    15     9  1996      621.000000
    16     9  1996      619.000000
    17     9  1996      617.000000
    18     9  1996      613.000000
    19     9  1996      609.000000
    20     9  1996      605.000000
    21     9  1996      600.000000
    22     9  1996      595.000000
    23     9  1996      591.000000
    24     9  1996      587.000000
    25     9  1996      582.000000
    26     9  1996      580.000000
    27     9  1996      581.000000
    28     9  1996      584.000000
    29     9  1996      586.000000
    30     9  1996      588.000000
     1    10  1996      589.000000
     2    10  1996      588.000000
     3    10  1996      596.000000
     4    10  1996      598.000000
     5    10  1996      600.000000
     6    10  1996      602.000000
     7    10  1996      600.000000
     8    10  1996      592.000000
     9    10  1996      587.000000
    10    10  1996      582.000000
    11    10  1996      575.000000
    12    10  1996      571.000000
    13    10  1996      565.000000
    14    10  1996      560.000000
    15    10  1996      557.000000
    16    10  1996      555.000000
    17    10  1996      552.000000
    18    10  1996      548.000000
    19    10  1996      543.000000
    20    10  1996      539.000000
    21    10  1996      539.000000
    22    10  1996      543.000000
    23    10  1996      547.000000
    24    10  1996      554.000000
    25    10  1996      555.000000
    26    10  1996      547.000000
    27    10  1996      535.000000
    28    10  1996      524.000000
    29    10  1996      519.000000
    30    10  1996      513.000000
    31    10  1996      509.000000
     1    11  1996      504.000000
     2    11  1996      500.000000
     3    11  1996      495.000000
     4    11  1996      491.000000
     5    11  1996      487.000000
     6    11  1996      483.000000
     7    11  1996      479.000000
     8    11  1996      475.000000
     9    11  1996      472.000000
    10    11  1996      467.000000
    11    11  1996      463.000000
    12    11  1996      460.000000
    13    11  1996      459.000000
    14    11  1996      457.000000
    15    11  1996      453.000000
    16    11  1996      449.000000
    17    11  1996      465.000000
    18    11  1996      463.000000
    19    11  1996      479.000000
    20    11  1996      490.000000
    21    11  1996      495.000000
    22    11  1996      500.000000
    23    11  1996      508.000000
    24    11  1996      517.000000
    25    11  1996      531.000000
    26    11  1996      552.000000
    27    11  1996      574.000000
    28    11  1996      587.000000
    29    11  1996      578.000000
    30    11  1996      561.000000
     1    12  1996      552.000000
     2    12  1996      543.000000
     3    12  1996      538.000000
     4    12  1996      532.000000
     5    12  1996      524.000000
     6    12  1996      514.000000
     7    12  1996      505.000000
     8    12  1996      498.000000
     9    12  1996      492.000000
    10    12  1996      475.000000
    11    12  1996      467.000000
    12    12  1996      466.000000
    13    12  1996      462.000000
    14    12  1996      465.000000
    15    12  1996      468.000000
    16    12  1996      462.000000
    17    12  1996      455.000000
    18    12  1996      447.000000
    19    12  1996      445.000000
    20    12  1996      443.000000
    21    12  1996      441.000000
    22    12  1996      438.000000
    23    12  1996      436.000000
    24    12  1996      434.000000
    25    12  1996      432.000000
    26    12  1996      430.000000
    27    12  1996      427.000000
    28    12  1996      420.000000
    29    12  1996      415.000000
    30    12  1996      416.000000
    31    12  1996      420.000000
     1     1  1997      428.000000
     2     1  1997      450.000000
     3     1  1997      472.000000
     4     1  1997      493.000000
     5     1  1997      520.000000
     6     1  1997      556.000000
     7     1  1997      574.000000
     8     1  1997      582.000000
     9     1  1997      579.000000
    10     1  1997      572.000000
    11     1  1997      566.000000
    12     1  1997      551.000000
    13     1  1997      541.000000
    14     1  1997      521.000000
    15     1  1997      536.000000
    16     1  1997      562.000000
    17     1  1997      580.000000
    18     1  1997      568.000000
    19     1  1997      559.000000
    20     1  1997      557.000000
    21     1  1997      587.000000
    22     1  1997      622.000000
    23     1  1997      653.000000
    24     1  1997      667.000000
    25     1  1997      690.000000
    26     1  1997      709.000000
    27     1  1997      712.000000
    28     1  1997      696.000000
    29     1  1997      675.000000
    30     1  1997      645.000000
    31     1  1997      622.000000
     1     2  1997      600.000000
     2     2  1997      586.000000
     3     2  1997      579.000000
     4     2  1997      574.000000
     5     2  1997      571.000000
     6     2  1997      578.000000
     7     2  1997      593.000000
     8     2  1997      614.000000
     9     2  1997      620.000000
    10     2  1997      631.000000
    11     2  1997      650.000000
    12     2  1997      661.000000
    13     2  1997      665.000000
    14     2  1997      668.000000
    15     2  1997      667.000000
    16     2  1997      664.000000
    17     2  1997      663.000000
    18     2  1997      660.000000
    19     2  1997      648.000000
    20     2  1997      636.000000
    21     2  1997      635.000000
    22     2  1997      648.000000
    23     2  1997      663.000000
    24     2  1997      680.000000
    25     2  1997      691.000000
    26     2  1997      699.000000
    27     2  1997      698.000000
    28     2  1997      684.000000
     1     3  1997      665.000000
     2     3  1997      641.000000
     3     3  1997      626.000000
     4     3  1997      616.000000
     5     3  1997      618.000000
     6     3  1997      621.000000
     7     3  1997      623.000000
     8     3  1997      628.000000
     9     3  1997      650.000000
    10     3  1997      677.000000
    11     3  1997      694.000000
    12     3  1997      699.000000
    13     3  1997      698.000000
    14     3  1997      694.000000
    15     3  1997      689.000000
    16     3  1997      682.000000
    17     3  1997      677.000000
    18     3  1997      673.000000
    19     3  1997      668.000000
    20     3  1997      662.000000
    21     3  1997      656.000000
    22     3  1997      650.000000
    23     3  1997      644.000000
    24     3  1997      634.000000
    25     3  1997      625.000000
    26     3  1997      620.000000
    27     3  1997      614.000000
    28     3  1997      608.000000
    29     3  1997      597.000000
    30     3  1997      580.000000
    31     3  1997      576.000000
     1     4  1997      567.000000
     2     4  1997      559.000000
     3     4  1997      549.000000
     4     4  1997      548.000000
     5     4  1997      568.000000
     6     4  1997      592.000000
     7     4  1997      611.000000
     8     4  1997      634.000000
     9     4  1997      658.000000
    10     4  1997      681.000000
    11     4  1997      703.000000
    12     4  1997      720.000000
    13     4  1997      723.000000
    14     4  1997      718.000000
    15     4  1997      705.000000
    16     4  1997      687.000000
    17     4  1997      674.000000
    18     4  1997      671.000000
    19     4  1997      674.000000
    20     4  1997      669.000000
    21     4  1997      668.000000
    22     4  1997      678.000000
    23     4  1997      697.000000
    24     4  1997      710.000000
    25     4  1997      716.000000
    26     4  1997      736.000000
    27     4  1997      762.000000
    28     4  1997      767.000000
    29     4  1997      750.000000
    30     4  1997      725.000000
     1     5  1997      701.000000
     2     5  1997      711.000000
     3     5  1997      728.000000
     4     5  1997      733.000000
     5     5  1997      747.000000
     6     5  1997      767.000000
     7     5  1997      783.000000
     8     5  1997      798.000000
     9     5  1997      809.000000
    10     5  1997      827.000000
    11     5  1997      833.000000
    12     5  1997      833.000000
    13     5  1997      844.000000
    14     5  1997      849.000000
    15     5  1997      851.000000
    16     5  1997      851.000000
    17     5  1997      847.000000
    18     5  1997      840.000000
    19     5  1997      828.000000
    20     5  1997      820.000000
    21     5  1997      808.000000
    22     5  1997      793.000000
    23     5  1997      776.000000
    24     5  1997      763.000000
    25     5  1997      754.000000
    26     5  1997      769.000000
    27     5  1997      780.000000
    28     5  1997      787.000000
    29     5  1997      794.000000
    30     5  1997      790.000000
    31     5  1997      778.000000
     1     6  1997      770.000000
     2     6  1997      762.000000
     3     6  1997      754.000000
     4     6  1997      750.000000
     5     6  1997      743.000000
     6     6  1997      728.000000
     7     6  1997      715.000000
     8     6  1997      703.000000
     9     6  1997      693.000000
    10     6  1997      684.000000
    11     6  1997      677.000000
    12     6  1997      671.000000
    13     6  1997      662.000000
    14     6  1997      643.000000
    15     6  1997      639.000000
    16     6  1997      634.000000
    17     6  1997      630.000000
    18     6  1997      628.000000
    19     6  1997      631.000000
    20     6  1997      633.000000
    21     6  1997      629.000000
    22     6  1997      625.000000
    23     6  1997      624.000000
    24     6  1997      630.000000
    25     6  1997      638.000000
    26     6  1997      649.000000
    27     6  1997      652.000000
    28     6  1997      650.000000
    29     6  1997      648.000000
    30     6  1997      646.000000
     1     7  1997      646.000000
     2     7  1997      642.000000
     3     7  1997      635.000000
     4     7  1997      629.000000
     5     7  1997      624.000000
     6     7  1997      622.000000
     7     7  1997      621.000000
     8     7  1997      620.000000
     9     7  1997      619.000000
    10     7  1997      618.000000
    11     7  1997      615.000000
    12     7  1997      615.000000
    13     7  1997      614.000000
    14     7  1997      614.000000
    15     7  1997      615.000000
    16     7  1997      611.000000
    17     7  1997      610.000000
    18     7  1997      610.000000
    19     7  1997      609.000000
    20     7  1997      607.000000
    21     7  1997      601.000000
    22     7  1997      598.000000
    23     7  1997      595.000000
    24     7  1997      593.000000
    25     7  1997      589.000000
    26     7  1997      587.000000
    27     7  1997      587.000000
    28     7  1997      586.000000
    29     7  1997      584.000000
    30     7  1997      583.000000
    31     7  1997      581.000000
     1     8  1997      577.000000
     2     8  1997      574.000000
     3     8  1997      572.000000
     4     8  1997      571.000000
     5     8  1997      568.000000
     6     8  1997      550.000000
     7     8  1997      545.000000
     8     8  1997      538.000000
     9     8  1997      539.000000
    10     8  1997      548.000000
    11     8  1997      567.000000
    12     8  1997      583.000000
    13     8  1997      596.000000
    14     8  1997      600.000000
    15     8  1997      605.000000
    16     8  1997      608.000000
    17     8  1997      609.000000
    18     8  1997      596.000000
    19     8  1997      580.000000
    20     8  1997      571.000000
    21     8  1997      564.000000
    22     8  1997      556.000000
    23     8  1997      550.000000
    24     8  1997      545.000000
    25     8  1997      539.000000
    26     8  1997      536.000000
    27     8  1997      530.000000
    28     8  1997      524.000000
    29     8  1997      519.000000
    30     8  1997      516.000000
    31     8  1997      513.000000
     1     9  1997      511.000000
     2     9  1997      507.000000
     3     9  1997      506.000000
     4     9  1997      505.000000
     5     9  1997      503.000000
     6     9  1997      497.000000
     7     9  1997      490.000000
     8     9  1997      483.000000
     9     9  1997      479.000000
    10     9  1997      477.000000
    11     9  1997      475.000000
    12     9  1997      471.000000
    13     9  1997      467.000000
    14     9  1997      463.000000
    15     9  1997      458.000000
    16     9  1997      454.000000
    17     9  1997      448.000000
    18     9  1997      441.000000
    19     9  1997      435.000000
    20     9  1997      430.000000
    21     9  1997      425.000000
    22     9  1997      419.000000
    23     9  1997      416.000000
    24     9  1997      414.000000
    25     9  1997      409.000000
    26     9  1997      403.000000
    27     9  1997      397.000000
    28     9  1997      393.000000
    29     9  1997      389.000000
    30     9  1997      387.000000
     1    10  1997      385.000000
     2    10  1997      381.000000
     3    10  1997      379.000000
     4    10  1997      378.000000
     5    10  1997      376.000000
     6    10  1997      374.000000
     7    10  1997      373.000000
     8    10  1997      372.000000
     9    10  1997      372.000000
    10    10  1997      371.000000
    11    10  1997      370.000000
    12    10  1997      371.000000
    13    10  1997      373.000000
    14    10  1997      371.000000
    15    10  1997      369.000000
    16    10  1997      363.000000
    17    10  1997      362.000000
    18    10  1997      364.000000
    19    10  1997      365.000000
    20    10  1997      363.000000
    21    10  1997      358.000000
    22    10  1997      352.000000
    23    10  1997      351.000000
    24    10  1997      352.000000
    25    10  1997      353.000000
    26    10  1997      355.000000
    27    10  1997      354.000000
    28    10  1997      349.000000
    29    10  1997      344.000000
    30    10  1997      335.000000
    31    10  1997      331.000000
     1    11  1997      327.000000
     2    11  1997      323.000000
     3    11  1997      319.000000
     4    11  1997      317.000000
     5    11  1997      314.000000
     6    11  1997      311.000000
     7    11  1997      310.000000
     8    11  1997      310.000000
     9    11  1997      308.000000
    10    11  1997      305.000000
    11    11  1997      304.000000
    12    11  1997      301.000000
    13    11  1997      298.000000
    14    11  1997      297.000000
    15    11  1997      298.000000
    16    11  1997      303.000000
    17    11  1997      306.000000
    18    11  1997      308.000000
    19    11  1997      306.000000
    20    11  1997      304.000000
    21    11  1997      302.000000
    22    11  1997      302.000000
    23    11  1997      304.000000
    24    11  1997      308.000000
    25    11  1997      315.000000
    26    11  1997      319.000000
    27    11  1997      322.000000
    28    11  1997      324.000000
    29    11  1997      326.000000
    30    11  1997      327.000000
     1    12  1997      331.000000
     2    12  1997      334.000000
     3    12  1997      333.000000
     4    12  1997      328.000000
     5    12  1997      328.000000
     6    12  1997      321.000000
     7    12  1997      318.000000
     8    12  1997      317.000000
     9    12  1997      314.000000
    10    12  1997      308.000000
    11    12  1997      303.000000
    12    12  1997      296.000000
    13    12  1997      291.000000
    14    12  1997      288.000000
    15    12  1997      285.000000
    16    12  1997      284.000000
    17    12  1997      285.000000
    18    12  1997      284.000000
    19    12  1997      282.000000
    20    12  1997      279.000000
    21    12  1997      278.000000
    22    12  1997      277.000000
    23    12  1997      275.000000
    24    12  1997      275.000000
    25    12  1997      276.000000
    26    12  1997      278.000000
    27    12  1997      276.000000
    28    12  1997      274.000000
    29    12  1997      272.000000
    30    12  1997      270.000000
    31    12  1997      270.000000
     1     1  1998      269.000000
     2     1  1998      268.000000
     3     1  1998      268.000000
     4     1  1998      268.000000
     5     1  1998      269.000000
     6     1  1998      268.000000
     7     1  1998      266.000000
     8     1  1998      267.000000
     9     1  1998      270.000000
    10     1  1998      274.000000
    11     1  1998      280.000000
    12     1  1998      285.000000
    13     1  1998      285.000000
    14     1  1998      282.000000
    15     1  1998      287.000000
    16     1  1998      304.000000
    17     1  1998      317.000000
    18     1  1998      329.000000
    19     1  1998      346.000000
    20     1  1998      366.000000
    21     1  1998      381.000000
    22     1  1998      390.000000
    23     1  1998      400.000000
    24     1  1998      407.000000
    25     1  1998      406.000000
    26     1  1998      399.000000
    27     1  1998      392.000000
    28     1  1998      381.000000
    29     1  1998      372.000000
    30     1  1998      364.000000
    31     1  1998      361.000000
     1     2  1998      359.000000
     2     2  1998      361.000000
     3     2  1998      363.000000
     4     2  1998      365.000000
     5     2  1998      365.000000
     6     2  1998      360.000000
     7     2  1998      352.000000
     8     2  1998      350.000000
     9     2  1998      347.000000
    10     2  1998      356.000000
    11     2  1998      381.000000
    12     2  1998      406.000000
    13     2  1998      430.000000
    14     2  1998      449.000000
    15     2  1998      456.000000
    16     2  1998      430.000000
    17     2  1998      394.000000
    18     2  1998      381.000000
    19     2  1998      369.000000
    20     2  1998      366.000000
    21     2  1998      365.000000
    22     2  1998      365.000000
    23     2  1998      369.000000
    24     2  1998      372.000000
    25     2  1998      373.000000
    26     2  1998      370.000000
    27     2  1998      355.000000
    28     2  1998      351.000000
     1     3  1998      352.000000
     2     3  1998      354.000000
     3     3  1998      353.000000
     4     3  1998      355.000000
     5     3  1998      361.000000
     6     3  1998      371.000000
     7     3  1998      384.000000
     8     3  1998      403.000000
     9     3  1998      424.000000
    10     3  1998      446.000000
    11     3  1998      463.000000
    12     3  1998      456.000000
    13     3  1998      451.000000
    14     3  1998      449.000000
    15     3  1998      447.000000
    16     3  1998      445.000000
    17     3  1998      445.000000
    18     3  1998      442.000000
    19     3  1998      437.000000
    20     3  1998      420.000000
    21     3  1998      399.000000
    22     3  1998      397.000000
    23     3  1998      396.000000
    24     3  1998      395.000000
    25     3  1998      391.000000
    26     3  1998      386.000000
    27     3  1998      379.000000
    28     3  1998      375.000000
    29     3  1998      373.000000
    30     3  1998      367.000000
    31     3  1998      363.000000
     1     4  1998      369.000000
     2     4  1998      401.000000
     3     4  1998      458.000000
     4     4  1998      505.000000
     5     4  1998      515.000000
     6     4  1998      549.000000
     7     4  1998      573.000000
     8     4  1998      573.000000
     9     4  1998      573.000000
    10     4  1998      578.000000
    11     4  1998      589.000000
    12     4  1998      601.000000
    13     4  1998      613.000000
    14     4  1998      625.000000
    15     4  1998      632.000000
    16     4  1998      637.000000
    17     4  1998      650.000000
    18     4  1998      653.000000
    19     4  1998      638.000000
    20     4  1998      610.000000
    21     4  1998      604.000000
    22     4  1998      608.000000
    23     4  1998      612.000000
