VILASURUMU	-60.794	4.196
    17     4  1983    -9999.000000
    18     4  1983    -9999.000000
    19     4  1983    -9999.000000
    20     4  1983    -9999.000000
    21     4  1983    -9999.000000
    22     4  1983    -9999.000000
    23     4  1983    -9999.000000
    24     4  1983    -9999.000000
    25     4  1983    -9999.000000
    26     4  1983    -9999.000000
    27     4  1983    -9999.000000
    28     4  1983    -9999.000000
    29     4  1983    -9999.000000
    30     4  1983    -9999.000000
     1     5  1983    -9999.000000
     2     5  1983    -9999.000000
     3     5  1983    -9999.000000
     4     5  1983    -9999.000000
     5     5  1983    -9999.000000
     6     5  1983    -9999.000000
     7     5  1983    -9999.000000
     8     5  1983    -9999.000000
     9     5  1983    -9999.000000
    10     5  1983    -9999.000000
    11     5  1983    -9999.000000
    12     5  1983    -9999.000000
    13     5  1983    -9999.000000
    14     5  1983    -9999.000000
    15     5  1983    -9999.000000
    16     5  1983    -9999.000000
    17     5  1983    -9999.000000
    18     5  1983    -9999.000000
    19     5  1983    -9999.000000
    20     5  1983    -9999.000000
    21     5  1983    -9999.000000
    22     5  1983    -9999.000000
    23     5  1983    -9999.000000
    24     5  1983    -9999.000000
    25     5  1983    -9999.000000
    26     5  1983    -9999.000000
    27     5  1983    -9999.000000
    28     5  1983    -9999.000000
    29     5  1983    -9999.000000
    30     5  1983    -9999.000000
    31     5  1983    -9999.000000
     1     6  1983    -9999.000000
     2     6  1983    -9999.000000
     3     6  1983    -9999.000000
     4     6  1983    -9999.000000
     5     6  1983    -9999.000000
     6     6  1983    -9999.000000
     7     6  1983    -9999.000000
     8     6  1983    -9999.000000
     9     6  1983    -9999.000000
    10     6  1983    -9999.000000
    11     6  1983    -9999.000000
    12     6  1983    -9999.000000
    13     6  1983    -9999.000000
    14     6  1983    -9999.000000
    15     6  1983    -9999.000000
    16     6  1983    -9999.000000
    17     6  1983    -9999.000000
    18     6  1983    -9999.000000
    19     6  1983    -9999.000000
    20     6  1983    -9999.000000
    21     6  1983    -9999.000000
    22     6  1983    -9999.000000
    23     6  1983    -9999.000000
    24     6  1983    -9999.000000
    25     6  1983    -9999.000000
    26     6  1983    -9999.000000
    27     6  1983    -9999.000000
    28     6  1983    -9999.000000
    29     6  1983    -9999.000000
    30     6  1983    -9999.000000
     1     7  1983    -9999.000000
     2     7  1983    -9999.000000
     3     7  1983    -9999.000000
     4     7  1983    -9999.000000
     5     7  1983    -9999.000000
     6     7  1983    -9999.000000
     7     7  1983    -9999.000000
     8     7  1983    -9999.000000
     9     7  1983    -9999.000000
    10     7  1983    -9999.000000
    11     7  1983    -9999.000000
    12     7  1983    -9999.000000
    13     7  1983    -9999.000000
    14     7  1983    -9999.000000
    15     7  1983    -9999.000000
    16     7  1983    -9999.000000
    17     7  1983    -9999.000000
    18     7  1983    -9999.000000
    19     7  1983    -9999.000000
    20     7  1983    -9999.000000
    21     7  1983    -9999.000000
    22     7  1983    -9999.000000
    23     7  1983    -9999.000000
    24     7  1983    -9999.000000
    25     7  1983    -9999.000000
    26     7  1983    -9999.000000
    27     7  1983    -9999.000000
    28     7  1983    -9999.000000
    29     7  1983    -9999.000000
    30     7  1983    -9999.000000
    31     7  1983    -9999.000000
     1     8  1983    -9999.000000
     2     8  1983    -9999.000000
     3     8  1983    -9999.000000
     4     8  1983    -9999.000000
     5     8  1983    -9999.000000
     6     8  1983    -9999.000000
     7     8  1983    -9999.000000
     8     8  1983    -9999.000000
     9     8  1983    -9999.000000
    10     8  1983    -9999.000000
    11     8  1983    -9999.000000
    12     8  1983    -9999.000000
    13     8  1983    -9999.000000
    14     8  1983    -9999.000000
    15     8  1983    -9999.000000
    16     8  1983    -9999.000000
    17     8  1983    -9999.000000
    18     8  1983    -9999.000000
    19     8  1983    -9999.000000
    20     8  1983    -9999.000000
    21     8  1983    -9999.000000
    22     8  1983    -9999.000000
    23     8  1983    -9999.000000
    24     8  1983    -9999.000000
    25     8  1983    -9999.000000
    26     8  1983    -9999.000000
    27     8  1983    -9999.000000
    28     8  1983    -9999.000000
    29     8  1983    -9999.000000
    30     8  1983    -9999.000000
    31     8  1983    -9999.000000
     1     9  1983    -9999.000000
     2     9  1983    -9999.000000
     3     9  1983    -9999.000000
     4     9  1983    -9999.000000
     5     9  1983    -9999.000000
     6     9  1983    -9999.000000
     7     9  1983    -9999.000000
     8     9  1983    -9999.000000
     9     9  1983    -9999.000000
    10     9  1983    -9999.000000
    11     9  1983    -9999.000000
    12     9  1983    -9999.000000
    13     9  1983    -9999.000000
    14     9  1983    -9999.000000
    15     9  1983    -9999.000000
    16     9  1983    -9999.000000
    17     9  1983    -9999.000000
    18     9  1983    -9999.000000
    19     9  1983    -9999.000000
    20     9  1983    -9999.000000
    21     9  1983    -9999.000000
    22     9  1983    -9999.000000
    23     9  1983    -9999.000000
    24     9  1983    -9999.000000
    25     9  1983    -9999.000000
    26     9  1983    -9999.000000
    27     9  1983    -9999.000000
    28     9  1983    -9999.000000
    29     9  1983    -9999.000000
    30     9  1983    -9999.000000
     1    10  1983    -9999.000000
     2    10  1983    -9999.000000
     3    10  1983    -9999.000000
     4    10  1983    -9999.000000
     5    10  1983    -9999.000000
     6    10  1983    -9999.000000
     7    10  1983    -9999.000000
     8    10  1983    -9999.000000
     9    10  1983    -9999.000000
    10    10  1983    -9999.000000
    11    10  1983    -9999.000000
    12    10  1983    -9999.000000
    13    10  1983    -9999.000000
    14    10  1983    -9999.000000
    15    10  1983    -9999.000000
    16    10  1983    -9999.000000
    17    10  1983    -9999.000000
    18    10  1983    -9999.000000
    19    10  1983    -9999.000000
    20    10  1983    -9999.000000
    21    10  1983    -9999.000000
    22    10  1983    -9999.000000
    23    10  1983    -9999.000000
    24    10  1983    -9999.000000
    25    10  1983    -9999.000000
    26    10  1983    -9999.000000
    27    10  1983    -9999.000000
    28    10  1983    -9999.000000
    29    10  1983    -9999.000000
    30    10  1983    -9999.000000
    31    10  1983    -9999.000000
     1    11  1983    -9999.000000
     2    11  1983    -9999.000000
     3    11  1983    -9999.000000
     4    11  1983    -9999.000000
     5    11  1983    -9999.000000
     6    11  1983    -9999.000000
     7    11  1983    -9999.000000
     8    11  1983    -9999.000000
     9    11  1983    -9999.000000
    10    11  1983    -9999.000000
    11    11  1983    -9999.000000
    12    11  1983    -9999.000000
    13    11  1983    -9999.000000
    14    11  1983    -9999.000000
    15    11  1983    -9999.000000
    16    11  1983    -9999.000000
    17    11  1983    -9999.000000
    18    11  1983    -9999.000000
    19    11  1983    -9999.000000
    20    11  1983    -9999.000000
    21    11  1983    -9999.000000
    22    11  1983    -9999.000000
    23    11  1983    -9999.000000
    24    11  1983    -9999.000000
    25    11  1983    -9999.000000
    26    11  1983    -9999.000000
    27    11  1983    -9999.000000
    28    11  1983    -9999.000000
    29    11  1983    -9999.000000
    30    11  1983    -9999.000000
     1    12  1983    -9999.000000
     2    12  1983    -9999.000000
     3    12  1983    -9999.000000
     4    12  1983    -9999.000000
     5    12  1983    -9999.000000
     6    12  1983    -9999.000000
     7    12  1983    -9999.000000
     8    12  1983    -9999.000000
     9    12  1983    -9999.000000
    10    12  1983    -9999.000000
    11    12  1983    -9999.000000
    12    12  1983    -9999.000000
    13    12  1983    -9999.000000
    14    12  1983    -9999.000000
    15    12  1983    -9999.000000
    16    12  1983    -9999.000000
    17    12  1983    -9999.000000
    18    12  1983    -9999.000000
    19    12  1983    -9999.000000
    20    12  1983    -9999.000000
    21    12  1983    -9999.000000
    22    12  1983    -9999.000000
    23    12  1983    -9999.000000
    24    12  1983    -9999.000000
    25    12  1983    -9999.000000
    26    12  1983    -9999.000000
    27    12  1983    -9999.000000
    28    12  1983    -9999.000000
    29    12  1983    -9999.000000
    30    12  1983    -9999.000000
    31    12  1983    -9999.000000
     1     1  1984    -9999.000000
     2     1  1984    -9999.000000
     3     1  1984    -9999.000000
     4     1  1984    -9999.000000
     5     1  1984    -9999.000000
     6     1  1984    -9999.000000
     7     1  1984    -9999.000000
     8     1  1984    -9999.000000
     9     1  1984    -9999.000000
    10     1  1984    -9999.000000
    11     1  1984    -9999.000000
    12     1  1984    -9999.000000
    13     1  1984    -9999.000000
    14     1  1984    -9999.000000
    15     1  1984    -9999.000000
    16     1  1984    -9999.000000
    17     1  1984    -9999.000000
    18     1  1984    -9999.000000
    19     1  1984    -9999.000000
    20     1  1984    -9999.000000
    21     1  1984    -9999.000000
    22     1  1984    -9999.000000
    23     1  1984    -9999.000000
    24     1  1984      278.000000
    25     1  1984      296.000000
    26     1  1984      292.000000
    27     1  1984      287.000000
    28     1  1984      280.000000
    29     1  1984      281.000000
    30     1  1984      288.000000
    31     1  1984      288.000000
     1     2  1984      280.000000
     2     2  1984      275.000000
     3     2  1984      271.000000
     4     2  1984      268.000000
     5     2  1984      266.000000
     6     2  1984      264.000000
     7     2  1984      262.000000
     8     2  1984      261.000000
     9     2  1984      259.000000
    10     2  1984      258.000000
    11     2  1984      257.000000
    12     2  1984      256.000000
    13     2  1984      255.000000
    14     2  1984      254.000000
    15     2  1984      254.000000
    16     2  1984      253.000000
    17     2  1984      252.000000
    18     2  1984      251.000000
    19     2  1984      252.000000
    20     2  1984      252.000000
    21     2  1984      251.000000
    22     2  1984      252.000000
    23     2  1984      257.000000
    24     2  1984      254.000000
    25     2  1984      253.000000
    26     2  1984      249.000000
    27     2  1984      247.000000
    28     2  1984      245.000000
    29     2  1984      244.000000
     1     3  1984      243.000000
     2     3  1984      242.000000
     3     3  1984      238.000000
     4     3  1984      239.000000
     5     3  1984      238.000000
     6     3  1984      237.000000
     7     3  1984      236.000000
     8     3  1984      236.000000
     9     3  1984      234.000000
    10     3  1984      233.000000
    11     3  1984      232.000000
    12     3  1984      231.000000
    13     3  1984      230.000000
    14     3  1984      229.000000
    15     3  1984      227.000000
    16     3  1984      227.000000
    17     3  1984      225.000000
    18     3  1984      225.000000
    19     3  1984      226.000000
    20     3  1984      229.000000
    21     3  1984      272.000000
    22     3  1984      259.000000
    23     3  1984      253.000000
    24     3  1984      248.000000
    25     3  1984      244.000000
    26     3  1984      242.000000
    27     3  1984      241.000000
    28     3  1984      238.000000
    29     3  1984      245.000000
    30     3  1984      242.000000
    31     3  1984      238.000000
     1     4  1984      237.000000
     2     4  1984      235.000000
     3     4  1984      233.000000
     4     4  1984      231.000000
     5     4  1984      230.000000
     6     4  1984      229.000000
     7     4  1984      227.000000
     8     4  1984      226.000000
     9     4  1984      225.000000
    10     4  1984      224.000000
    11     4  1984      223.000000
    12     4  1984      222.000000
    13     4  1984      221.000000
    14     4  1984      220.000000
    15     4  1984      219.000000
    16     4  1984      218.000000
    17     4  1984      217.000000
    18     4  1984      216.000000
    19     4  1984      214.000000
    20     4  1984      213.000000
    21     4  1984      212.000000
    22     4  1984      211.000000
    23     4  1984      210.000000
    24     4  1984      210.000000
    25     4  1984      211.000000
    26     4  1984      211.000000
    27     4  1984      348.000000
    28     4  1984      306.000000
    29     4  1984      289.000000
    30     4  1984      279.000000
     1     5  1984      396.000000
     2     5  1984      300.000000
     3     5  1984      280.000000
     4     5  1984      271.000000
     5     5  1984      263.000000
     6     5  1984      258.000000
     7     5  1984      253.000000
     8     5  1984      271.000000
     9     5  1984      464.000000
    10     5  1984      331.000000
    11     5  1984      299.000000
    12     5  1984      476.000000
    13     5  1984      352.000000
    14     5  1984      308.000000
    15     5  1984      344.000000
    16     5  1984      345.000000
    17     5  1984      421.000000
    18     5  1984      320.000000
    19     5  1984      325.000000
    20     5  1984      305.000000
    21     5  1984      295.000000
    22     5  1984      292.000000
    23     5  1984      344.000000
    24     5  1984      336.000000
    25     5  1984      309.000000
    26     5  1984      300.000000
    27     5  1984      381.000000
    28     5  1984      323.000000
    29     5  1984      408.000000
    30     5  1984      375.000000
    31     5  1984      342.000000
     1     6  1984      321.000000
     2     6  1984      549.000000
     3     6  1984      422.000000
     4     6  1984      351.000000
     5     6  1984      415.000000
     6     6  1984      528.000000
     7     6  1984      365.000000
     8     6  1984      341.000000
     9     6  1984      528.000000
    10     6  1984      392.000000
    11     6  1984      343.000000
    12     6  1984      324.000000
    13     6  1984      320.000000
    14     6  1984      315.000000
    15     6  1984      369.000000
    16     6  1984      374.000000
    17     6  1984      388.000000
    18     6  1984      339.000000
    19     6  1984      319.000000
    20     6  1984      350.000000
    21     6  1984      348.000000
    22     6  1984      357.000000
    23     6  1984      343.000000
    24     6  1984      404.000000
    25     6  1984      330.000000
    26     6  1984      413.000000
    27     6  1984      353.000000
    28     6  1984      357.000000
    29     6  1984      373.000000
    30     6  1984      407.000000
     1     7  1984      557.000000
     2     7  1984      621.000000
     3     7  1984      407.000000
     4     7  1984      362.000000
     5     7  1984      333.000000
     6     7  1984      327.000000
     7     7  1984      340.000000
     8     7  1984      421.000000
     9     7  1984      366.000000
    10     7  1984      384.000000
    11     7  1984      417.000000
    12     7  1984      351.000000
    13     7  1984      344.000000
    14     7  1984      362.000000
    15     7  1984      511.000000
    16     7  1984      356.000000
    17     7  1984      334.000000
    18     7  1984      410.000000
    19     7  1984      535.000000
    20     7  1984      399.000000
    21     7  1984      358.000000
    22     7  1984      358.000000
    23     7  1984      538.000000
    24     7  1984      444.000000
    25     7  1984      402.000000
    26     7  1984      380.000000
    27     7  1984      525.000000
    28     7  1984      497.000000
    29     7  1984      426.000000
    30     7  1984      441.000000
    31     7  1984      462.000000
     1     8  1984      716.000000
     2     8  1984      423.000000
     3     8  1984      422.000000
     4     8  1984      401.000000
     5     8  1984      373.000000
     6     8  1984      358.000000
     7     8  1984      350.000000
     8     8  1984      362.000000
     9     8  1984      383.000000
    10     8  1984      344.000000
    11     8  1984      337.000000
    12     8  1984      340.000000
    13     8  1984      542.000000
    14     8  1984      512.000000
    15     8  1984      549.000000
    16     8  1984      432.000000
    17     8  1984      390.000000
    18     8  1984      418.000000
    19     8  1984      542.000000
    20     8  1984      453.000000
    21     8  1984      394.000000
    22     8  1984      373.000000
    23     8  1984      390.000000
    24     8  1984      400.000000
    25     8  1984      362.000000
    26     8  1984      352.000000
    27     8  1984      353.000000
    28     8  1984      668.000000
    29     8  1984      463.000000
    30     8  1984      503.000000
    31     8  1984      408.000000
     1     9  1984      397.000000
     2     9  1984      386.000000
     3     9  1984      403.000000
     4     9  1984      385.000000
     5     9  1984      377.000000
     6     9  1984      356.000000
     7     9  1984      348.000000
     8     9  1984      342.000000
     9     9  1984      400.000000
    10     9  1984      689.000000
    11     9  1984      482.000000
    12     9  1984      396.000000
    13     9  1984      360.000000
    14     9  1984      357.000000
    15     9  1984      365.000000
    16     9  1984      380.000000
    17     9  1984      349.000000
    18     9  1984      352.000000
    19     9  1984      520.000000
    20     9  1984      367.000000
    21     9  1984      343.000000
    22     9  1984      338.000000
    23     9  1984      374.000000
    24     9  1984      423.000000
    25     9  1984      369.000000
    26     9  1984      345.000000
    27     9  1984      346.000000
    28     9  1984      334.000000
    29     9  1984      331.000000
    30     9  1984      346.000000
     1    10  1984      332.000000
     2    10  1984      328.000000
     3    10  1984      323.000000
     4    10  1984      321.000000
     5    10  1984      322.000000
     6    10  1984      346.000000
     7    10  1984      357.000000
     8    10  1984      333.000000
     9    10  1984      377.000000
    10    10  1984      339.000000
    11    10  1984      333.000000
    12    10  1984      322.000000
    13    10  1984      326.000000
    14    10  1984      356.000000
    15    10  1984      334.000000
    16    10  1984      334.000000
    17    10  1984      330.000000
    18    10  1984      321.000000
    19    10  1984      318.000000
    20    10  1984      316.000000
    21    10  1984      314.000000
    22    10  1984      312.000000
    23    10  1984      310.000000
    24    10  1984      310.000000
    25    10  1984      311.000000
    26    10  1984      311.000000
    27    10  1984      309.000000
    28    10  1984      375.000000
    29    10  1984      364.000000
    30    10  1984      361.000000
    31    10  1984      381.000000
     1    11  1984      337.000000
     2    11  1984      541.000000
     3    11  1984      356.000000
     4    11  1984      335.000000
     5    11  1984      326.000000
     6    11  1984      323.000000
     7    11  1984      396.000000
     8    11  1984      478.000000
     9    11  1984      399.000000
    10    11  1984      367.000000
    11    11  1984      371.000000
    12    11  1984      361.000000
    13    11  1984      343.000000
    14    11  1984      333.000000
    15    11  1984      333.000000
    16    11  1984      407.000000
    17    11  1984      348.000000
    18    11  1984      358.000000
    19    11  1984      337.000000
    20    11  1984      332.000000
    21    11  1984      333.000000
    22    11  1984      330.000000
    23    11  1984      326.000000
    24    11  1984      322.000000
    25    11  1984      321.000000
    26    11  1984      319.000000
    27    11  1984      317.000000
    28    11  1984      318.000000
    29    11  1984      318.000000
    30    11  1984      317.000000
     1    12  1984      314.000000
     2    12  1984      313.000000
     3    12  1984      312.000000
     4    12  1984      310.000000
     5    12  1984      310.000000
     6    12  1984      309.000000
     7    12  1984      309.000000
     8    12  1984      308.000000
     9    12  1984      307.000000
    10    12  1984      305.000000
    11    12  1984      304.000000
    12    12  1984      303.000000
    13    12  1984      302.000000
    14    12  1984      302.000000
    15    12  1984      301.000000
    16    12  1984      299.000000
    17    12  1984      298.000000
    18    12  1984      298.000000
    19    12  1984      299.000000
    20    12  1984      299.000000
    21    12  1984      355.000000
    22    12  1984      359.000000
    23    12  1984      396.000000
    24    12  1984      358.000000
    25    12  1984      335.000000
    26    12  1984      318.000000
    27    12  1984      331.000000
    28    12  1984      334.000000
    29    12  1984      333.000000
    30    12  1984      325.000000
    31    12  1984      323.000000
     1     1  1985      326.000000
     2     1  1985      329.000000
     3     1  1985      330.000000
     4     1  1985      327.000000
     5     1  1985      324.000000
     6     1  1985      321.000000
     7     1  1985      319.000000
     8     1  1985      316.000000
     9     1  1985      313.000000
    10     1  1985      310.000000
    11     1  1985      307.000000
    12     1  1985      305.000000
    13     1  1985      302.000000
    14     1  1985      299.000000
    15     1  1985      298.000000
    16     1  1985      297.000000
    17     1  1985      297.000000
    18     1  1985      296.000000
    19     1  1985      295.000000
    20     1  1985      294.000000
    21     1  1985      293.000000
    22     1  1985      292.000000
    23     1  1985      291.000000
    24     1  1985      286.000000
    25     1  1985      280.000000
    26     1  1985      281.000000
    27     1  1985      282.000000
    28     1  1985      283.000000
    29     1  1985      284.000000
    30     1  1985      285.000000
    31     1  1985      285.000000
     1     2  1985      285.000000
     2     2  1985      283.000000
     3     2  1985      282.000000
     4     2  1985      282.000000
     5     2  1985      280.000000
     6     2  1985      279.000000
     7     2  1985      279.000000
     8     2  1985      278.000000
     9     2  1985      277.000000
    10     2  1985      276.000000
    11     2  1985      275.000000
    12     2  1985      274.000000
    13     2  1985      273.000000
    14     2  1985      272.000000
    15     2  1985      271.000000
    16     2  1985      270.000000
    17     2  1985      269.000000
    18     2  1985      268.000000
    19     2  1985      267.000000
    20     2  1985      266.000000
    21     2  1985      266.000000
    22     2  1985      266.000000
    23     2  1985      265.000000
    24     2  1985      265.000000
    25     2  1985      264.000000
    26     2  1985      263.000000
    27     2  1985      263.000000
    28     2  1985      262.000000
     1     3  1985      262.000000
     2     3  1985      262.000000
     3     3  1985      261.000000
     4     3  1985      261.000000
     5     3  1985      260.000000
     6     3  1985      260.000000
     7     3  1985      259.000000
     8     3  1985      259.000000
     9     3  1985      258.000000
    10     3  1985      258.000000
    11     3  1985      258.000000
    12     3  1985      257.000000
    13     3  1985      257.000000
    14     3  1985      257.000000
    15     3  1985      256.000000
    16     3  1985      256.000000
    17     3  1985      256.000000
    18     3  1985      256.000000
    19     3  1985      256.000000
    20     3  1985      255.000000
    21     3  1985      255.000000
    22     3  1985      255.000000
    23     3  1985      255.000000
    24     3  1985      255.000000
    25     3  1985      254.000000
    26     3  1985      254.000000
    27     3  1985      254.000000
    28     3  1985      254.000000
    29     3  1985      253.000000
    30     3  1985      253.000000
    31     3  1985      252.000000
     1     4  1985      252.000000
     2     4  1985      251.000000
     3     4  1985      250.000000
     4     4  1985      249.000000
     5     4  1985      247.000000
     6     4  1985      246.000000
     7     4  1985      245.000000
     8     4  1985      244.000000
     9     4  1985      243.000000
    10     4  1985      241.000000
    11     4  1985      240.000000
    12     4  1985      239.000000
    13     4  1985      238.000000
    14     4  1985      237.000000
    15     4  1985      236.000000
    16     4  1985      235.000000
    17     4  1985      234.000000
    18     4  1985      233.000000
    19     4  1985      233.000000
    20     4  1985      232.000000
    21     4  1985      232.000000
    22     4  1985      231.000000
    23     4  1985      231.000000
    24     4  1985      230.000000
    25     4  1985      229.000000
    26     4  1985      229.000000
    27     4  1985      238.000000
    28     4  1985      253.000000
    29     4  1985      252.000000
    30     4  1985      287.000000
     1     5  1985      274.000000
     2     5  1985      322.000000
     3     5  1985      342.000000
     4     5  1985      354.000000
     5     5  1985      412.000000
     6     5  1985      363.000000
     7     5  1985      320.000000
     8     5  1985      318.000000
     9     5  1985      299.000000
    10     5  1985      297.000000
    11     5  1985      295.000000
    12     5  1985      296.000000
    13     5  1985      420.000000
    14     5  1985      345.000000
    15     5  1985      337.000000
    16     5  1985      412.000000
    17     5  1985      329.000000
    18     5  1985      461.000000
    19     5  1985      355.000000
    20     5  1985      335.000000
    21     5  1985      298.000000
    22     5  1985      295.000000
    23     5  1985      340.000000
    24     5  1985      328.000000
    25     5  1985      324.000000
    26     5  1985      345.000000
    27     5  1985      346.000000
    28     5  1985      344.000000
    29     5  1985      342.000000
    30     5  1985      340.000000
    31     5  1985      352.000000
     1     6  1985      397.000000
     2     6  1985      433.000000
     3     6  1985      386.000000
     4     6  1985      493.000000
     5     6  1985      373.000000
     6     6  1985      460.000000
     7     6  1985      595.000000
     8     6  1985      425.000000
     9     6  1985      391.000000
    10     6  1985      522.000000
    11     6  1985      619.000000
    12     6  1985      768.000000
    13     6  1985      560.000000
    14     6  1985      440.000000
    15     6  1985      426.000000
    16     6  1985      419.000000
    17     6  1985      427.000000
    18     6  1985      391.000000
    19     6  1985      389.000000
    20     6  1985      384.000000
    21     6  1985      371.000000
    22     6  1985      356.000000
    23     6  1985      349.000000
    24     6  1985      351.000000
    25     6  1985      495.000000
    26     6  1985      462.000000
    27     6  1985      448.000000
    28     6  1985      431.000000
    29     6  1985      429.000000
    30     6  1985      344.000000
     1     7  1985      513.000000
     2     7  1985      404.000000
     3     7  1985      428.000000
     4     7  1985      339.000000
     5     7  1985      343.000000
     6     7  1985      344.000000
     7     7  1985      358.000000
     8     7  1985      409.000000
     9     7  1985      375.000000
    10     7  1985      340.000000
    11     7  1985      347.000000
    12     7  1985      672.000000
    13     7  1985      557.000000
    14     7  1985      407.000000
    15     7  1985      457.000000
    16     7  1985      430.000000
    17     7  1985      400.000000
    18     7  1985      449.000000
    19     7  1985      610.000000
    20     7  1985      435.000000
    21     7  1985      389.000000
    22     7  1985      615.000000
    23     7  1985      623.000000
    24     7  1985      492.000000
    25     7  1985      445.000000
    26     7  1985      452.000000
    27     7  1985      448.000000
    28     7  1985      400.000000
    29     7  1985      367.000000
    30     7  1985      324.000000
    31     7  1985      351.000000
     1     8  1985      365.000000
     2     8  1985      363.000000
     3     8  1985      392.000000
     4     8  1985      361.000000
     5     8  1985      428.000000
     6     8  1985      443.000000
     7     8  1985      422.000000
     8     8  1985      874.000000
     9     8  1985      610.000000
    10     8  1985      480.000000
    11     8  1985      518.000000
    12     8  1985      623.000000
    13     8  1985      488.000000
    14     8  1985      486.000000
    15     8  1985      497.000000
    16     8  1985      410.000000
    17     8  1985      418.000000
    18     8  1985      451.000000
    19     8  1985      472.000000
    20     8  1985      395.000000
    21     8  1985      388.000000
    22     8  1985      387.000000
    23     8  1985      392.000000
    24     8  1985      434.000000
    25     8  1985      541.000000
    26     8  1985      498.000000
    27     8  1985      449.000000
    28     8  1985      469.000000
    29     8  1985      456.000000
    30     8  1985      393.000000
    31     8  1985      379.000000
     1     9  1985      371.000000
     2     9  1985      375.000000
     3     9  1985      384.000000
     4     9  1985      494.000000
     5     9  1985      471.000000
     6     9  1985      460.000000
     7     9  1985      387.000000
     8     9  1985      384.000000
     9     9  1985      381.000000
    10     9  1985      378.000000
    11     9  1985      371.000000
    12     9  1985      367.000000
    13     9  1985      361.000000
    14     9  1985      356.000000
    15     9  1985      351.000000
    16     9  1985      346.000000
    17     9  1985      345.000000
    18     9  1985      343.000000
    19     9  1985      341.000000
    20     9  1985      340.000000
    21     9  1985      339.000000
    22     9  1985      337.000000
    23     9  1985      336.000000
    24     9  1985      334.000000
    25     9  1985      332.000000
    26     9  1985      330.000000
    27     9  1985      329.000000
    28     9  1985      328.000000
    29     9  1985      326.000000
    30     9  1985      325.000000
     1    10  1985      324.000000
     2    10  1985      322.000000
     3    10  1985      320.000000
     4    10  1985      319.000000
     5    10  1985      317.000000
     6    10  1985      316.000000
     7    10  1985      314.000000
     8    10  1985      313.000000
     9    10  1985      311.000000
    10    10  1985      308.000000
