Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14350000


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
14350000;1;01/02/2025;17:00;0;1;1792;1556;1630;25;10;0;0;0;;0;1568;1572;1572;1570;1564;1562;1558;1559;1558;1556;1566;1560;1558;1566;1574;1586;1616;1638;1659;1676;1690;1712;1748;1772;1792;1784;1778;1768;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14350000;1;01/02/2025;07:00;0;1;1792;1556;1630;25;10;0;0;0;;0;1566;1570;1574;1572;1568;1562;1560;1558;1560;1556;1562;1564;1560;1560;1569;1578;1592;1622;1650;1666;1684;1700;1730;1762;1788;1788;1782;1772;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14350000;1;01/02/2025;;1;1;1792;1556;1630;25;10;0;0;0;;0;1567;1571;1573;1571;1566;1562;1559;1559;1559;1556;1564;1562;1559;1563;1572;1582;1604;1630;1655;1671;1687;1706;1739;1767;1790;1786;1780;1770;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14350000;1;01/01/2025;07:00;0;1;1674;1526;1624;7;29;0;0;0;;0;1589;1614;1638;1654;1669;1666;1672;1674;1670;1662;1650;1640;1638;1642;1652;1658;1658;1658;1642;1634;1626;1620;1616;1614;1590;1576;1552;1538;1526;1549;1560;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/01/2025;17:00;0;1;1674;1526;1624;7;29;0;0;0;;0;1596;1629;1646;1658;1666;1667;1674;1672;1666;1656;1644;1636;1642;1648;1654;1658;1658;1654;1638;1630;1622;1618;1615;1594;1584;1566;1546;1530;1538;1556;1564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/01/2025;;1;1;1674;1526;1624;7;29;0;0;0;;0;1593;1622;1642;1656;1668;1667;1673;1673;1668;1659;1647;1638;1640;1645;1653;1658;1658;1656;1640;1632;1624;1619;1616;1604;1587;1571;1549;1534;1532;1553;1562;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/12/2024;07:00;0;1;1576;1178;1358;31;7;0;0;0;;0;1246;1237;1229;1218;1196;1184;1178;1180;1210;1238;1262;1329;1340;1342;1340;1350;1364;1374;1386;1418;1436;1448;1460;1468;1474;1482;1492;1506;1519;1538;1568;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/12/2024;17:00;0;1;1576;1178;1358;31;7;0;0;0;;0;1240;1234;1224;1208;1190;1179;1180;1194;1224;1248;1288;1336;1340;1340;1346;1356;1368;1379;1394;1428;1442;1454;1466;1470;1478;1488;1498;1512;1526;1556;1576;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/12/2024;;1;1;1576;1178;1358;31;7;0;0;0;;0;1243;1236;1227;1213;1193;1182;1179;1187;1217;1243;1275;1333;1340;1341;1343;1353;1366;1377;1390;1423;1439;1451;1463;1469;1476;1485;1495;1509;1523;1547;1572;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/11/2024;07:00;0;1;1296;1156;1227;26;1;0;0;0;;0;1156;1158;1170;1186;1194;1232;1255;1266;1272;1260;1256;1248;1236;1222;1192;1170;1170;1180;1188;1196;1202;1224;1246;1260;1279;1289;1292;1279;1268;1252;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14350000;1;01/11/2024;17:00;0;1;1296;1156;1227;26;1;0;0;0;;0;1156;1164;1176;1182;1200;1250;1260;1268;1266;1258;1252;1244;1232;1209;1186;1168;1176;1184;1193;1198;1208;1238;1254;1266;1284;1296;1288;1274;1258;1249;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14350000;1;01/11/2024;;1;1;1296;1156;1227;26;1;0;0;0;;0;1156;1161;1173;1184;1197;1241;1258;1267;1269;1259;1254;1246;1234;1216;1189;1169;1173;1182;1191;1197;1205;1231;1250;1263;1282;1293;1290;1277;1263;1251;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14350000;1;01/10/2024;07:00;0;1;1376;1146;1236;2;22;0;0;0;;0;1348;1370;1372;1360;1344;1318;1280;1270;1286;1304;1302;1294;1278;1263;1244;1226;1196;1180;1170;1162;1150;1146;1150;1158;1162;1167;1168;1174;1179;1170;1162;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/10/2024;17:00;0;1;1376;1146;1236;2;22;0;0;0;;0;1366;1376;1366;1356;1332;1286;1274;1276;1296;1306;1298;1284;1270;1256;1239;1210;1187;1176;1166;1156;1148;1146;1156;1160;1165;1166;1170;1176;1176;1168;1156;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/10/2024;;1;1;1376;1146;1236;2;22;0;0;0;;0;1357;1373;1369;1358;1338;1302;1277;1273;1291;1305;1300;1289;1274;1260;1242;1218;1192;1178;1168;1159;1149;1146;1153;1159;1164;1167;1169;1175;1178;1169;1159;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14350000;1;01/09/2024;17:00;0;1;1296;1165;1219;30;28;0;0;0;;0;1244;1252;1256;1256;1264;1255;1257;1264;1266;1254;1263;1254;1244;1233;1224;1199;1192;1189;1185;1180;1174;1170;1169;1169;1171;1170;1166;1166;1230;1296;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14350000;1;01/09/2024;07:00;0;1;1296;1165;1219;30;28;0;0;0;;0;1244;1250;1254;1256;1268;1257;1254;1261;1264;1257;1246;1254;1244;1234;1224;1210;1196;1190;1188;1184;1177;1172;1170;1168;1170;1171;1168;1165;1188;1270;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14350000;1;01/09/2024;;1;1;1296;1165;1219;30;28;0;0;0;;0;1244;1251;1255;1256;1266;1256;1256;1263;1265;1256;1255;1254;1244;1234;1224;1205;1194;1190;1187;1182;1176;1171;1170;1169;1171;1171;1167;1166;1209;1283;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
